textId,speaker,text,TOXICITY,AFFINITY_EXPERIMENTAL,COMPASSION_EXPERIMENTAL,CURIOSITY_EXPERIMENTAL,NUANCE_EXPERIMENTAL,PERSONAL_STORY_EXPERIMENTAL,REASONING_EXPERIMENTAL,RESPECT_EXPERIMENTAL
11,OBAMA,"The — and I just fundamentally disagree. And unless we are holding ourselves accountable day in, day out, not just when there’s a crisis for folks who have power and influence and can hire lobbyists, but for the nurse, the teacher, the police officer, who, frankly, at the end of each month, they’ve got a little financial crisis going on. They’re having to take out extra debt just to make their mortgage payments. We haven’t been paying attention to them. And if you look at our tax policies, it’s a classic example.",0.069754265,0.7976208,0.85690033,0.57034683,0.614494,0.49822178,0.5688847,0.68313
12,MCCAIN,"No, I — look, we’ve got to fix the system. We’ve got fundamental problems in the system. And Main Street is paying a penalty for the excesses and greed in Washington, D.C., and in the Wall Street. So there’s no doubt that we have a long way to go. And, obviously, stricter interpretation and consolidation of the various regulatory agencies that weren’t doing their job, that has brought on this crisis. But I have a fundamental belief in the goodness and strength of the American worker. And the American worker is the most productive, the most innovative. America is still the greatest producer, exporter and importer. But we’ve got to get through these times, but I have a fundamental belief in the United States of America. And I still believe, under the right leadership, our best days are ahead of us.",0.09915545,0.9050868,0.8366728,0.49640843,0.7076838,0.61233866,0.65980184,0.8961622
13,MCCAIN,"Well, the first thing we have to do is get spending under control in Washington. It’s completely out of control. It’s gone — we have now presided over the largest increase in the size of government since the Great Society. We Republicans came to power to change government, and government changed us. And the — the worst symptom on this disease is what my friend, Tom Coburn, calls earmarking as a gateway drug, because it’s a gateway. It’s a gateway to out-of-control spending and corruption. And we have former members of Congress now residing in federal prison because of the evils of this earmarking and pork-barrel spending. You know, we spent $3 million to study the DNA of bears in Montana. I don’t know if that was a criminal issue or a paternal issue, but the fact is that it was $3 million of our taxpayers’ money. And it has got to be brought under control. As president of the United States, I want to assure you, I’ve got a pen. This one’s kind of old. I’ve got a pen, and I’m going to veto every single spending bill that comes across my desk. I will make them famous. You will know their names. Now, Senator Obama, you wanted to know one of the differences. He has asked for $932 million of earmark pork-barrel spending, nearly a million dollars for every day that he’s been in the United States Senate. I suggest that people go up on the Web site of Citizens Against Government Waste, and they’ll look at those projects. That kind of thing is not the way to rein in runaway spending in Washington, D.C. That’s one of the fundamental differences that Senator Obama and I have.",0.23235008,0.87431914,0.81758803,0.4912762,0.7561146,0.7342236,0.5934053,0.83113265
14,OBAMA,"Well, Senator McCain is absolutely right that the earmarks process has been abused, which is why I suspended any requests for my home state, whether it was for senior centers or what have you, until we cleaned it up. And he’s also right that oftentimes lobbyists and special interests are the ones that are introducing these kinds of requests, although that wasn’t the case with me. But let’s be clear: Earmarks account for $18 billion in last year’s budget. Senator McCain is proposing — and this is a fundamental difference between us — $300 billion in tax cuts to some of the wealthiest corporations and individuals in the country, $300 billion. Now, $18 billion is important; $300 billion is really important. And in his tax plan, you would have CEOs of Fortune 500 companies getting an average of $700,000 in reduced taxes, while leaving 100 million Americans out. So my attitude is, we’ve got to grow the economy from the bottom up. What I’ve called for is a tax cut for 95 percent of working families, 95 percent. And that means that the ordinary American out there who’s collecting a paycheck every day, they’ve got a little extra money to be able to buy a computer for their kid, to fill up on this gas that is killing them. And over time, that, I think, is going to be a better recipe for economic growth than the — the policies of President Bush that John McCain wants to — wants to follow.",0.061444655,0.867854,0.8418519,0.31740737,0.8278879,0.6836799,0.8448651,0.8712319
15,MCCAIN,"Well, again, I don’t mean to go back and forth, but he…",0.025910228,0.60266054,0.40584934,0.5803737,0.089099705,0.44040793,0.056517217,0.77181554
16,MCCAIN,"Senator Obama suspended those requests for pork-barrel projects after he was running for president of the United States. He didn’t happen to see that light during the first three years as a member of the United States Senate, $932 million in requests. Maybe to Senator Obama it’s not a lot of money. But the point is that — you see, I hear this all the time. “It’s only $18 billion.” Do you know that it’s tripled in the last five years? Do you know that it’s gone completely out of control to the point where it corrupts people? It corrupts people. That’s why we have, as I said, people under federal indictment and charges. It’s a system that’s got to be cleaned up. I have fought against it my career. I have fought against it. I was called the sheriff, by the — one of the senior members of the Appropriations Committee. I didn’t win Miss Congeniality in the United States Senate. Now, Senator Obama didn’t mention that, along with his tax cuts, he is also proposing some $800 billion in new spending on new programs. Now, that’s a fundamental difference between myself and Senator Obama. I want to cut spending. I want to keep taxes low. The worst thing we could do in this economic climate is to raise people’s taxes.",0.10956833,0.8879782,0.7992852,0.7759789,0.8390703,0.7592215,0.74310714,0.8321688
17,OBAMA,"I — I don’t know where John is getting his figures. Let’s just be clear. What I do is I close corporate loopholes, stop providing tax cuts to corporations that are shipping jobs overseas so that we’re giving tax breaks to companies that are investing here in the United States. I make sure that we have a health care system that allows for everyone to have basic coverage. I think those are pretty important priorities. And I pay for every dime of it. But let’s go back to the original point. John, nobody is denying that $18 billion is important. And, absolutely, we need earmark reform. And when I’m president, I will go line by line to make sure that we are not spending money unwisely. But the fact is that eliminating earmarks alone is not a recipe for how we’re going to get the middle class back on track.",0.04067813,0.8853845,0.8229172,0.6143248,0.69530886,0.667156,0.7265571,0.85767865
18,OBAMA,"And when you look at your tax policies that are directed primarily at those who are doing well, and you are neglecting people who are really struggling right now, I think that is a continuation of the last eight years, and we can’t afford another four.",0.024378212,0.72545785,0.8663636,0.58160794,0.35357013,0.122462906,0.43463588,0.7239034
19,MCCAIN,"Well — well, let me give you an example of what Senator Obama finds objectionable, the business tax. Right now, in the United States of America, business pays the second-highest business taxes in the world, 35 percent. Ireland pays 11 percent. Now, if you’re a business person, and you can locate any place in the world, then, obviously, if you go to the country where it’s 11 percent tax versus 35 percent, you’re going to be able to create jobs, increase your business, make more investment, et cetera. I want to cut that business tax. I want to cut it so that businesses will remain in — in the United States of America and create jobs. But, again, I want to return. It’s a lot more than $18 billion in pork-barrel spending. I can tell you, it’s rife. It’s throughout. The United States Senate will take up a continuing resolution tomorrow or the next day, sometime next week, with 2,000 — 2,000 — look at them, my friends. Look at them. You’ll be appalled. And Senator Obama is a recent convert, after requesting $932 million worth of pork-barrel spending projects. So the point is, I want people to have tax cuts. I want every family to have a $5,000 refundable tax credit so they can go out and purchase their own health care. I want to double the dividend from $3,500 to $7,000 for every dependent child in America. I know that the worst thing we could possibly do is to raise taxes on anybody, and a lot of people might be interested in Senator Obama’s definition of “rich.”",0.08795626,0.7189549,0.84096175,0.22143239,0.81971216,0.373742,0.7572618,0.6364095
20,OBAMA,"Well, let me just make a couple of points.",0.013885498,0.43502206,0.20909274,0.42389053,0.07083046,0.4188109,0.039574955,0.7418706
21,OBAMA,"My definition — here’s what I can tell the American people: 95 percent of you will get a tax cut. And if you make less than $250,000, less than a quarter-million dollars a year, then you will not see one dime’s worth of tax increase. Now, John mentioned the fact that business taxes on paper are high in this country, and he’s absolutely right. Here’s the problem: There are so many loopholes that have been written into the tax code, oftentimes with support of Senator McCain, that we actually see our businesses pay effectively one of the lowest tax rates in the world. And what that means, then, is that there are people out there who are working every day, who are not getting a tax cut, and you want to give them more. It’s not like you want to close the loopholes. You just want to add an additional tax cut over the loopholes. And that’s a problem. Just one last point I want to make, since Senator McCain talked about providing a $5,000 health credit. Now, what he doesn’t tell you is that he intends to, for the first time in history, tax health benefits. So you may end up getting a $5,000 tax credit. Here’s the only problem: Your employer now has to pay taxes on the health care that you’re getting from your employer. And if you end up losing your health care from your employer, you’ve got to go out on the open market and try to buy it. It is not a good deal for the American people. But it’s an example of this notion that the market can always solve everything and that the less regulation we have, the better off we’re going to be.",0.049831573,0.8620399,0.84984225,0.5803737,0.8298555,0.5259975,0.7710025,0.7916484
22,MCCAIN,"Well, you know, let me just…",0.02249265,0.5717977,0.31996915,0.57034683,0.08111562,0.48657206,0.03338158,0.63030756
23,MCCAIN,"I know we have to, but this is a classic example of walking the walk and talking the talk. We had an energy bill before the United States Senate. It was festooned with Christmas tree ornaments. It had all kinds of breaks for the oil companies, I mean, billions of dollars worth. I voted against it; Senator Obama voted for it.",0.028149333,0.8727292,0.56798536,0.2401508,0.45626092,0.74721277,0.5185257,0.83823395
24,OBAMA,"John, you want to give oil companies another $4 billion.",0.008733413,0.097604394,0.080593176,0.5626723,0.08243042,0.07647543,0.051662933,0.28150064
25,MCCAIN,"You’ve got to look at our record. You’ve got to look at our records. That’s the important thing. Who fought against wasteful and earmark spending? Who has been the person who has tried to keep spending under control? Who’s the person who has believed that the best thing for America is — is to have a tax system that is fundamentally fair? And I’ve fought to simplify it, and I have proposals to simplify it. Let’s give every American a choice: two tax brackets, generous dividends, and, two — and let Americans choose whether they want the — the existing tax code or they want a new tax code. And so, again, look at the record, particularly the energy bill. But, again, Senator Obama has shifted on a number of occasions. He has voted in the United States Senate to increase taxes on people who make as low as $42,000 a year.",0.061444655,0.82422006,0.73211163,0.61802447,0.7604502,0.59622705,0.7672726,0.8380776
26,OBAMA,"That’s not true, John. That’s not true.",0.01633588,0.2772712,0.37545913,0.31740737,0.08507892,0.25447714,0.024089392,0.5838763
27,MCCAIN,"And that’s just a fact. Again, you can look it up.",0.011497946,0.29427427,0.17484002,0.14768031,0.07850564,0.08501253,0.048805583,0.4806
28,OBAMA,"Look, it’s just not true. And if we want to talk about oil company profits, under your tax plan, John — this is undeniable — oil companies would get an additional $4 billion in tax breaks. Now, look, we all would love to lower taxes on everybody. But here’s the problem: If we are giving them to oil companies, then that means that there are those who are not going to be getting them. And…",0.013068704,0.40150738,0.50038034,0.6143248,0.5859622,0.09591586,0.57618916,0.63335454
29,MCCAIN,"With all due respect, you already gave them to the oil companies.",0.008859074,0.27303895,0.13845752,0.09484769,0.050319668,0.0867791,0.065543100000000007,0.48499358
30,OBAMA,"No, but, John, the fact of the matter is, is that I was opposed to those tax breaks, tried to strip them out. We’ve got an energy bill on the Senate floor right now that contains some good stuff, some stuff you want, including drilling off-shore, but you’re opposed to it because it would strip away those tax breaks that have gone to oil companies.",0.013068704,0.8603526,0.68244565,0.72037137,0.72581583,0.6097354,0.6808723,0.8490099
31,OBAMA,"Well, there are a range of things that are probably going to have to be delayed. We don’t yet know what our tax revenues are going to be. The economy is slowing down, so it’s hard to anticipate right now what the budget is going to look like next year. But there’s no doubt that we’re not going to be able to do everything that I think needs to be done. There are some things that I think have to be done. We have to have energy independence, so I’ve put forward a plan to make sure that, in 10 years’ time, we have freed ourselves from dependence on Middle Eastern oil by increasing production at home, but most importantly by starting to invest in alternative energy, solar, wind, biodiesel, making sure that we’re developing the fuel-efficient cars of the future right here in the United States, in Ohio and Michigan, instead of Japan and South Korea. We have to fix our health care system, which is putting an enormous burden on families. Just — a report just came out that the average deductible went up 30 percent on American families. They are getting crushed, and many of them are going bankrupt as a consequence of health care. I’m meeting folks all over the country. We have to do that now, because it will actually make our businesses and our families better off. The third thing we have to do is we’ve got to make sure that we’re competing in education. We’ve got to invest in science and technology. China had a space launch and a space walk. We’ve got to make sure that our children are keeping pace in math and in science. And one of the things I think we have to do is make sure that college is affordable for every young person in America. And I also think that we’re going to have to rebuild our infrastructure, which is falling behind, our roads, our bridges, but also broadband lines that reach into rural communities. Also, making sure that we have a new electricity grid to get the alternative energy to population centers that are using them. So there are some — some things that we’ve got to do structurally to make sure that we can compete in this global economy. We can’t shortchange those things. We’ve got to eliminate programs that don’t work, and we’ve got to make sure that the programs that we do have are more efficient and cost less.",0.02638162,0.75881344,0.806372,0.2338352,0.8307078,0.6454473,0.82875586,0.8299484
32,MCCAIN,"Look, we, no matter what, we’ve got to cut spending. We have — as I said, we’ve let government get completely out of control. Senator Obama has the most liberal voting record in the United States Senate. It’s hard to reach across the aisle from that far to the left. The point — the point is — the point is, we need to examine every agency of government. First of all, by the way, I’d eliminate ethanol subsidies. I oppose ethanol subsidies. I think that we have to return — particularly in defense spending, which is the largest part of our appropriations — we have to do away with cost-plus contracts. We now have defense systems that the costs are completely out of control. We tried to build a little ship called the Littoral Combat Ship that was supposed to cost $140 million, ended up costing $400 million, and we still haven’t done it. So we need to have fixed-cost contracts. We need very badly to understand that defense spending is very important and vital, particularly in the new challenges we face in the world, but we have to get a lot of the cost overruns under control. I know how to do that.",0.067380086,0.8892767,0.7277136,0.41152728,0.75867045,0.7078664,0.802752,0.8570645
33,MCCAIN,"I saved the taxpayers $6.8 billion by fighting a contract that was negotiated between Boeing and DOD that was completely wrong. And we fixed it and we killed it and the people ended up in federal prison so I know how to do this because I’ve been involved these issues for many, many years. But I think that we have to examine every agency of government and find out those that are doing their job and keep them and find out those that aren’t and eliminate them and we’ll have to scrub every agency of government.",0.19029272,0.8749313,0.50287527,0.5690662,0.49164978,0.8415252,0.49842337,0.7954574
34,OBAMA,"No. As I said before, Jim, there are going to be things that end up having to be …",0.015833238,0.43502206,0.275634,0.43605095,0.06832278,0.40605384,0.06759904,0.73447114
35,OBAMA,"… deferred and delayed. Well, look, I want to make sure that we are investing in energy in order to free ourselves from the dependence on foreign oil. That is a big project. That is a multi-year project.",0.023788974,0.59408754,0.4954017,0.08595042,0.27167952,0.40605384,0.51408696,0.8004472
36,OBAMA,"Not willing to give up the need to do it but there may be individual components that we can’t do. But John is right we have to make cuts. We right now give $15 billion every year as subsidies to private insurers under the Medicare system. Doesn’t work any better through the private insurers. They just skim off $15 billion. That was a give away and part of the reason is because lobbyists are able to shape how Medicare works. They did it on the Medicaid prescription drug bill and we have to change the culture. Tom — or John mentioned me being wildly liberal. Mostly that’s just me opposing George Bush’s wrong headed policies since I’ve been in Congress but I think it is that it is also important to recognize I worked with Tom Coburn, the most conservative, one of the most conservative Republicans who John already mentioned to set up what we call a Google for government saying we’ll list every dollar of federal spending to make sure that the taxpayer can take a look and see who, in fact, is promoting some of these spending projects that John’s been railing about.",0.04711028,0.90777147,0.7315611,0.59026456,0.87059927,0.79501975,0.74959785,0.8681132
37,MCCAIN,"How about a spending freeze on everything but defense, veteran affairs and entitlement programs.",0.009236055,0.10759918,0.08588872,0.7269827,0.08775315,0.05649346,0.10415064,0.3830288
38,MCCAIN,I think we ought to seriously consider with the exceptions of caring for our veterans national defense and several other vital issues.,0.013948329,0.84911114,0.806372,0.11123639,0.23322205,0.3689464,0.48049027,0.8894094
39,OBAMA,"The problem with a spending freeze is you’re using a hatchet where you need a scalpel. There are some programs that are very important that are under funded. I went to increase early childhood education and the notion that we should freeze that when there may be, for example, this Medicare subsidy, I think, doesn’t make sense. Let me tell you another place to look for some savings. We are currently spending $10 billion a month in Iraq when they have a $79 billion surplus. It seems to me that if we’re going to be strong at home as well as strong abroad, that we have to look at bringing that war to a close.",0.054779384,0.79636,0.81993264,0.50928706,0.8341429,0.48464248,0.8636192,0.84950495
40,MCCAIN,"Look, we are sending $700 billion a year overseas to countries that don’t like us very much. Some of that money ends up in the hands of terrorist organizations. We have to have wind, tide, solar, natural gas, flex fuel cars and all that but we also have to have offshore drilling and we also have to have nuclear power. Senator Obama opposes both storing and reprocessing of spent nuclear fuel. You can’t get there from here and the fact is that we can create 700,000 jobs by building constructing 45 new nuclear power plants by the year 2030. Nuclear power is not only important as far as eliminating our dependence on foreign oil but it’s also responsibility as far as climate change is concerned. An issue I have been involved in for many, many years and I’m proud of the work of the work that I’ve done there along with Senator Clinton.",0.16331999,0.8460993,0.7398383,0.3272204,0.87680775,0.41028914,0.898197,0.8281727
41,OBAMA,"There’s no doubt itâ€™s gonna affect our budgets. There is no doubt about it. Not only — Even if we get all $700 billion back, let’s assume the markets recover, we’re holding assets long enough that eventually taxpayers get it back and that happened during the Great Depression when Roosevelt purchased a whole bunch of homes, over time, home values went back up and in fact government made a profit. If we’re lucky and we do it right, that could potentially happen but in the short term there’s an outlay and we may not see that money for a while. And because of the economy’s slowing down, I think we can also expect less tax revenue so there’s no doubt that as president I’m going to have to make some tough decision. The only point I want to make is this, that in order to make those tough decisions we have to know what our values are and who we’re fighting for and what our priorities are and if we are spending $300 billion on tax cuts for people who don’t need them and weren’t even asking for them, and we are leaving out health care which is crushing on people all across the country, then I think we have made a bad decision and I want to make sure we’re not shortchanging our long term priorities.",0.0665887,0.89528364,0.86672825,0.7295731,0.8499219,0.40605384,0.86587167,0.8480031
42,MCCAIN,"Well, I want to make sure we’re not handing the health care system over to the federal government which is basically what would ultimately happen with Senator Obama’s health care plan. I want the families to make decisions between themselves and their doctors. Not the federal government. Look. We have to obviously cut spending. I have fought to cut spending. Senator Obama has $800 billion in new spending programs. I would suggest he start by canceling some of those new spending program that he has. We can’t I think adjust spending around to take care of the very much needed programs, including taking care of our veterans but I also want to say again a healthy economy with low taxes would not raising anyone’s taxes is probably the best recipe for eventually having our economy recover. And spending restraint has got to be a vital part of that. And the reason, one of the major reasons why we’re in the difficulties we are in today is because spending got out of control. We owe China $500 billion. And spending, I know, can be brought under control because I have fought against excessive spending my entire career. And I got plans to reduce and eliminate unnecessary and wasteful spending and if there’s anybody here who thinks there aren’t agencies of government where spending can be cut and their budgets slashed they have not spent a lot of time in Washington.",0.062236045,0.9150128,0.8634384,0.4912762,0.8355141,0.778649,0.8752654,0.8912344
43,OBAMA,"I just want to make this point, Jim. John, it’s been your president who you said you agreed with 90 percent of the time who presided over this increase in spending. This orgy of spending and enormous deficits you voted for almost all of his budgets. So to stand here and after eight years and say that you’re going to lead on controlling spending and, you know, balancing our tax cuts so that they help middle class families when over the last eight years that hasn’t happened I think just is, you know, kind of hard to swallow.",0.15490346,0.867854,0.7733158,0.79188126,0.7428324,0.4274001,0.68448377,0.8614891
44,MCCAIN,"It’s well-known that I have not been elected Miss Congeniality in the United States Senate nor with the administration. I have opposed the president on spending, on climate change, on torture of prisoner, on – on Guantanamo Bay. On a — on the way that the Iraq War was conducted. I have a long record and the American people know me very well and that is independent and a maverick of the Senate and I’m happy to say that I’ve got a partner that’s a good maverick along with me now.",0.05750068,0.91095144,0.6161538,0.29138586,0.6240799,0.79784155,0.562388,0.9000485
45,MCCAIN,"I think the lessons of Iraq are very clear that you cannot have a failed strategy that will then cause you to nearly lose a conflict. Our initial military success, we went in to Baghdad and everybody celebrated. And then the war was very badly mishandled. I went to Iraq in 2003 and came back and said, we’ve got to change this strategy. This strategy requires additional troops, it requires a fundamental change in strategy and I fought for it. And finally, we came up with a great general and a strategy that has succeeded. This strategy has succeeded. And we are winning in Iraq. And we will come home with victory and with honor. And that withdrawal is the result of every counterinsurgency that succeeds.",0.09394901,0.9130909,0.6669031,0.51187223,0.70877594,0.5832605,0.7808826,0.9064061
46,MCCAIN,"And I want to tell you that now that we will succeed and our troops will come home, and not in defeat, that we will see a stable ally in the region and a fledgling democracy. The consequences of defeat would have been increased Iranian influence. It would have been increase in sectarian violence. It would have been a wider war, which the United States of America might have had to come back. So there was a lot at stake there. And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded. And we are winning in Iraq, and we will come home. And we will come home as we have when we have won other wars and not in defeat.",0.11088664,0.89348626,0.8131849,0.6087872,0.7361244,0.3498539,0.76102644,0.9129076
47,OBAMA,"Well, this is an area where Senator McCain and I have a fundamental difference because I think the first question is whether we should have gone into the war in the first place. Now six years ago, I stood up and opposed this war at a time when it was politically risky to do so because I said that not only did we not know how much it was going to cost, what our exit strategy might be, how it would affect our relationships around the world, and whether our intelligence was sound, but also because we hadn’t finished the job in Afghanistan. We hadn’t caught bin Laden. We hadn’t put al Qaeda to rest, and as a consequence, I thought that it was going to be a distraction. Now Senator McCain and President Bush had a very different judgment. And I wish I had been wrong for the sake of the country and they had been right, but that’s not the case. We’ve spent over $600 billion so far, soon to be $1 trillion. We have lost over 4,000 lives. We have seen 30,000 wounded, and most importantly, from a strategic national security perspective, al Qaeda is resurgent, stronger now than at any time since 2001. We took our eye off the ball. And not to mention that we are still spending $10 billion a month, when they have a $79 billion surplus, at a time when we are in great distress here at home, and we just talked about the fact that our budget is way overstretched and we are borrowing money from overseas to try to finance just some of the basic functions of our government. So I think the lesson to be drawn is that we should never hesitate to use military force, and I will not, as president, in order to keep the American people safe. But we have to use our military wisely. And we did not use our military wisely in Iraq.",0.071337044,0.87175183999999994,0.81091285,0.6087872,0.84261227,0.6822952,0.8391525,0.88151234
48,MCCAIN,"The next president of the United States is not going to have to address the issue as to whether we went into Iraq or not. The next president of the United States is going to have to decide how we leave, when we leave, and what we leave behind. That’s the decision of the next president of the United States. Senator Obama said the surge could not work, said it would increase sectarian violence, said it was doomed to failure. Recently on a television program, he said it exceed our wildest expectations. But yet, after conceding that, he still says that he would oppose the surge if he had to decide that again today. Incredibly, incredibly Senator Obama didn’t go to Iraq for 900 days and never asked for a meeting with General Petraeus.",0.11129999,0.7762677,0.470526,0.7089723,0.7411435,0.15146351,0.66126114,0.7261694
49,MCCAIN,"Senator Obama is the chairperson of a committee that oversights NATO that’s in Afghanistan. To this day, he has never had a hearing.",0.022964042,0.19607584,0.10248567,0.47290605,0.34240255000000003,0.37855807,0.35959,0.6172022
50,MCCAIN,"I mean, it’s remarkable.",0.017969469,0.63716775,0.3499417,0.2464868,0.048024524,0.54056185,0.030794177,0.7934059
51,OBAMA,Which point? He raised a whole bunch of them.,0.05378982,0.14659832,0.052972604,0.7409592,0.09317882,0.19273871,0.027406916,0.35338908
