textId,speaker,text,TOXICITY,AFFINITY_EXPERIMENTAL,COMPASSION_EXPERIMENTAL,CURIOSITY_EXPERIMENTAL,NUANCE_EXPERIMENTAL,PERSONAL_STORY_EXPERIMENTAL,REASONING_EXPERIMENTAL,RESPECT_EXPERIMENTAL
11,ROMNEY,Oh you didn’t? You didn’t want a status of…,0.028856417,0.29001275,0.10744284,0.656264,0.09593137,0.15146351,0.0020788806,0.43327832
12,OBAMA,"What I would not have had done was left 10,000 troops in Iraq that would tie us down. And that certainly would not help us in the Middle East.",0.059727192,0.54517925,0.510016,0.5296796,0.297003,0.4803331,0.36303192,0.6364095
13,ROMNEY,"I’m sorry, you actually — there was a — there was an effort on the part of the president to have a status of forces agreement, and I concurred in that, and said that we should have some number of troops that stayed on. That was something I concurred with…",0.013571346,0.86083436,0.570177,0.76191974,0.36672845,0.6032589,0.38378537,0.8479316
14,OBAMA,Governor…,0.011120965,0.55402756,0.3499417,0.56522816,0.20716603,0.50213134,0.079235196,0.7141184
15,ROMNEY,"…that your posture. That was my posture as well. You thought it should have been 5,000 troops…",0.025556687,0.61555785,0.41094556,0.6217299,0.27556258,0.39312562,0.19735341,0.775303
16,OBAMA,Governor?,0.00816794,0.40630993,0.2707453,0.6600238,0.1611895,0.41028914,0.064521715,0.64254296
17,ROMNEY,"… I thought there should have been more troops, but you know what? The answer was we got…",0.027442247,0.645146,0.3298799,0.5423189,0.115097,0.43605614,0.07707836,0.7223943
18,ROMNEY,… no troops through whatsoever.,0.023553278,0.35377896,0.16659996,0.23068507,0.09317882,0.2205297,0.052624613,0.5279652
19,OBAMA,This was just a few weeks ago that you indicated that we should still have troops in Iraq.,0.039935954,0.55402756,0.3703159,0.7229566,0.1509712,0.2205297,0.10771486,0.676808
20,ROMNEY,"No, I…",0.015644746,0.7153996,0.3298799,0.57790685,0.09795316,0.66578776,0.030794177,0.6673759
21,ROMNEY,…I’m sorry that’s a…,0.025320992,0.7223736,0.7109686,0.5865508,0.064608715,0.64410317,0.05070595,0.74472654
22,OBAMA,You — you…,0.013948329,0.62418544,0.38564745,0.6143248,0.12436983,0.48657206,0.043212753,0.6225339
23,ROMNEY,…that’s a — I indicated…,0.013445686,0.6415057,0.28050908,0.61155427,0.091812566,0.61494935,0.0497534,0.72880656
24,OBAMA,…major speech.,0.010304171,0.5176529,0.25140157,0.34698093,0.16807398,0.4535681,0.070717715,0.6815467
25,ROMNEY,…I indicated that you failed to put in place a status…,0.043399423,0.34428877,0.09043232,0.61524916,0.14759369,0.39763463,0.088044226,0.6364095
26,OBAMA,Governor?,0.00816794,0.40630993,0.2707453,0.6600238,0.1611895,0.41028914,0.064521715,0.64254296
27,ROMNEY,…of forces agreement at the end of the conflict that existed.,0.009487377,0.17470887,0.115081154,0.25284275,0.10932987,0.16817981,0.09829796,0.5189084
28,OBAMA,Governor — here — here’s — here’s one thing…,0.017592486,0.4624895,0.275634,0.53978604,0.041287098,0.37855807,0.041384697,0.7619688
29,OBAMA,…here’s one thing I’ve learned as commander in chief.,0.020231359,0.63716775,0.3051104,0.13265374,0.050319668,0.6334105,0.058490995,0.71787465
30,OBAMA,"You’ve got to be clear, both to our allies and our enemies, about where you stand and what you mean. You just gave a speech a few weeks ago in which you said we should still have troops in Iraq. That is not a recipe for making sure that we are taking advantage of the opportunities and meeting the challenges of the Middle East. Now, it is absolutely true that we cannot just meet these challenges militarily. And so what I’ve done throughout my presidency and will continue to do is, number one, make sure that these countries are supporting our counterterrorism efforts. Number two, make sure that they are standing by our interests in Israel’s security, because it is a true friend and our greatest ally in the region. Number three, we do have to make sure that we’re protecting religious minorities and women because these countries can’t develop unless all the population, not just half of it, is developing. Number four, we do have to develop their economic — their economic capabilities. But number five, the other thing that we have to do is recognize that we can’t continue to do nation building in these regions. Part of American leadership is making sure that we’re doing nation building here at home. That will help us maintain the kind of American leadership that we need.",0.09785384,0.8791018,0.75706863,0.5977063,0.7611347,0.26756167,0.76102644,0.88438666
31,OBAMA,"What we’ve done is organize the international community, saying Assad has to go. We’ve mobilized sanctions against that government. We have made sure that they are isolated. We have provided humanitarian assistance and we are helping the opposition organize, and we’re particularly interested in making sure that we’re mobilizing the moderate forces inside of Syria. But ultimately, Syrians are going to have to determine their own future. And so everything we’re doing, we’re doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria; coordinating with Turkey and other countries in the region that have a great interest in this. This — what we’re seeing taking place in Syria is heartbreaking, and that’s why we are going to do everything we can to make sure that we are helping the opposition. But we also have to recognize that, you know, for us to get more entangled militarily in Syria is a serious step, and we have to do so making absolutely certain that we know who we are helping; that we’re not putting arms in the hands of folks who eventually could turn them against us or allies in the region. And I am confident that Assad’s days are numbered. But what we can’t do is to simply suggest that, as Governor Romney at times has suggested, that giving heavy weapons, for example, to the Syrian opposition is a simple proposition that would lead us to be safer over the long term.",0.119997114,0.86324763,0.86618114,0.6807849,0.7837487,0.2763869,0.725853,0.8674182
32,ROMNEY,"Well, let’s step back and talk about what’s happening in Syria and how important it is. First of all, 30,000 people being killed by their government is a humanitarian disaster. Secondly, Syria is an opportunity for us because Syria plays an important role in the Middle East, particularly right now.",0.15766735,0.49928698,0.7702265,0.5196182,0.54248947,0.18186516,0.58024377,0.82314515
33,ROMNEY,"Syria is Iran’s only ally in the Arab world. It’s their route to the sea. It’s the route for them to arm Hezbollah in Lebanon, which threatens, of course, our ally, Israel. And so seeing Syria remove Assad is a very high priority for us. Number two, seeing a — a replacement government being responsible people is critical for us. And finally, we don’t want to have military involvement there. We don’t want to get drawn into a military conflict. And so the right course for us, is working through our partners and with our own resources, to identify responsible parties within Syria, organize them, bring them together in a — in a form of — if not government, a form of — of — of council that can take the lead in Syria. And then make sure they have the arms necessary to defend themselves. We do need to make sure that they don’t have arms that get into the — the wrong hands. Those arms could be used to hurt us down the road. We need to make sure as well that we coordinate this effort with our allies, and particularly with — with Israel. But the Saudi’s and the Qatari, and — and the Turks are all very concerned about this. They’re willing to work with us. We need to have a very effective leadership effort in Syria, making sure that the — the insurgent there are armed and that the insurgents that become armed, are people who will be the responsible parties. Recognize — I believe that Assad must go. I believe he will go. But I believe — we want to make sure that we have the relationships of friendship with the people that take his place, steps that in the years to come we see Syria as a — as a friend, and Syria as a responsible party in the Middle East. This — this is a critical opportunity for America. And what I’m afraid of is we’ve watched over the past year or so, first the president saying, well we’ll let the U.N. deal with it. And Assad — excuse me, Kofi Annan came in and said we’re going to try to have a ceasefire. That didn’t work. Then it went to the Russians and said, let’s see if you can do something. We should be playing the leadership role there, not on the ground with military.",0.13561769,0.84208685,0.762098,0.5915038,0.8458695,0.14817277,0.82525903,0.78696656
34,ROMNEY,…by the leadership role.,0.007790958,0.18892528,0.24661607,0.24331647,0.13093169,0.14489856,0.0814101,0.7078785
35,OBAMA,"We are playing the leadership role. We organized the Friends of Syria. We are mobilizing humanitarian support, and support for the opposition. And we are making sure that those we help are those who will be friends of ours in the long term and friends of our allies in the region over the long term. But going back to Libya — because this is an example of how we make choices. When we went in to Libya, and we were able to immediately stop the massacre there, because of the unique circumstances and the coalition that we had helped to organize. We also had to make sure that Moammar Gadhafi didn’t stay there. And to the governor’s credit, you supported us going into Libya and the coalition that we organized. But when it came time to making sure that Gadhafi did not stay in power, that he was captured, Governor, your suggestion was that this was mission creep, that this was mission muddle. Imagine if we had pulled out at that point. You know, Moammar Gadhafi had more American blood on his hands than any individual other than Osama bin Laden. And so we were going to make sure that we finished the job. That’s part of the reason why the Libyans stand with us. But we did so in a careful, thoughtful way, making certain that we knew who we were dealing with, that those forces of moderation on the ground were ones that we could work with, and we have to take the same kind of steady, thoughtful leadership when it comes to Syria. That’s exactly what we’re doing.",0.10175867,0.8832873,0.8103451,0.72037137,0.838797,0.50213134,0.7697606,0.8894094
36,ROMNEY,"I don’t want to have our military involved in Syria. I don’t think there is a necessity to put our military in Syria at this stage. I don’t anticipate that in the future. As I indicated, our objectives are to replace Assad and to have in place a new government which is friendly to us, a responsible government, if possible. And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove — to remove Assad. But I do not want to see a military involvement on the part of our — of our troops.",0.13041082,0.740933,0.7277136,0.44521314,0.5057324,0.20850179,0.54857075,0.8283206
37,ROMNEY,"And this isn’t — this isn’t going to be necessary. We — we have, with our partners in the region, we have sufficient resources to support those groups. But look, this has been going on for a year. This is a time — this should have been a time for American leadership. We should have taken a leading role, not militarily, but a leading role organizationally, governmentally to bring together the parties; to find responsible parties. As you hear from intelligence sources even today, the — the insurgents are highly disparate. They haven’t come together. They haven’t formed a unity group, a council of some kind. That needs to happen. America can help that happen. And we need to make sure they have the arms they need to carry out the very important role which is getting rid of Assad.",0.063423134,0.8077267,0.84096175,0.31414655,0.65008485,0.08413648,0.69671327,0.86541706
38,OBAMA,"Well, I’ll — I’ll be very quick. What you just heard Governor Romney said is he doesn’t have different ideas. And that’s because we’re doing exactly what we should be doing to try to promote a moderate Syrian leadership and a — an effective transition so that we get Assad out. That’s the kind of leadership we’ve shown. That’s the kind of leadership we’ll continue to show.",0.045131154,0.8919378,0.6902678,0.69216067,0.45626092,0.26317918,0.53587455,0.9126022
39,OBAMA,Right.,0.008984734,0.5896652,0.3298799,0.59646475,0.18554118,0.45798835,0.078154646,0.68471515
40,OBAMA,"No, I don’t, because I think that America has to stand with democracy. The notion that we would have tanks run over those young people who were in Tahrir Square, that is not the kind of American leadership that John F. Kennedy talked about 50 years ago. But what I’ve also said is that now that you have a democratically elected government in Egypt, that they have to make sure that they take responsibility for protecting religious minorities. And we have put significant pressure on them to make sure they’re doing that; to recognize the rights of women, which is critical throughout the region. These countries can’t develop if young women are not given the kind of education that they need. They have to abide by their treaty with Israel. That is a red line for us, because not only is Israel’s security at stake, but our security is at stake if that unravels. They have to make sure that they’re cooperating with us when it comes to counterterrorism. And we will help them with respect to developing their own economy, because ultimately what’s going to make the Egyptian revolution successful for the people of Egypt, but also for the world, is if those young people who gathered there are seeing opportunities. Their aspirations are similar to young people’s here. They want jobs, they want to be able to make sure their kids are going to a good school. They want to make sure that they have a roof over their heads and that they have the prospects of a better life in the future. And so one of the things that we’ve been doing is, is, for example, organizing entrepreneurship conferences with these Egyptians to give them a sense of how they can start rebuilding their economy in a way that’s noncorrupt, that’s transparent. But what is also important for us to understand is, is that for America to be successful in this region there’s some things that we’re going to have to do here at home as well. You know, one of the challenges over the last decade is we’ve done experiments in nation building in places like Iraq and Afghanistan and we’ve neglected, for example, developing our own economy, our own energy sectors, our own education system. And it’s very hard for us to project leadership around the world when we’re not doing what we need to do…",0.10609736,0.8768919,0.8403058,0.57034683,0.84315604,0.16817981,0.87851095,0.893872
41,ROMNEY,"No. I believe, as the president indicated, and said at the time that I supported his — his action there. I felt that — I wish we’d have had a better vision of the future. I wish that, looking back at the beginning of the president’s term and even further back than that, that we’d have recognized that there was a growing energy and passion for freedom in that part of the world, and that we would have worked more aggressively with our friend and with other friends in the region to have them make the transition towards a more representative form of government, such that it didn’t explode in the way that it did. But once it exploded, I felt the same as the president did, which is these freedom voices and the streets of Egypt, where the people who were speaking of our principles and the President Mubarak had done things which were unimaginable and the idea of him crushing his people was not something that we could possibly support. Let me step back and talk about what I think our mission has to be in the Middle East and even more broadly, because our purpose is to make sure the world is more — is peaceful. We want a peaceful planet. We want people to be able to enjoy their lives and know they’re going to have a bright and prosperous future, not be at war. That’s our purpose. And the mantle of leadership for the — promoting the principles of peace has fallen to America. We didn’t ask for it. But it’s an honor that we have it. But for us to be able to promote those principles of peace requires us to be strong. And that begins with a strong economy here at home. Unfortunately, the economy is not stronger. When the — when the president of Iraq — excuse me, of Iran, Ahmadinejad, says that our debt makes us not a great country, that’s a frightening thing. Former chief of the — Joint Chiefs of Staff said that — Admiral Mullen said that our debt is the biggest national security threat we face. This — we have weakened our economy. We need a strong economy. We need to have as well a strong military. Our military is second to none in the world. We’re blessed with terrific soldiers, and extraordinary technology and intelligence. But the idea of a trillion dollar in cuts through sequestration and budget cuts to the military would change that. We need to have strong allies. Our association and connection with our allies is essential to America’s strength. We’re the great nation that has allies, 42 allies and friends around the world.",0.041915078,0.9408404,0.83456504,0.5473918,0.89295125,0.56650126,0.8971984,0.9253238
42,ROMNEY,"And, finally, we have to stand by our principles. And if we’re strong in each of those things, American influence will grow. But unfortunately, in nowhere in the world is America’s influence will grow. But unfortunately, in — nowhere in the world is America’s influence greater today than it was four years ago.",0.028031485,0.740933,0.5657983,0.08704651,0.31493807,0.097865105,0.44498122,0.8116321
43,ROMNEY,And that’s because we’ve become weaker in each of those four…,0.05255287,0.40150738,0.29028806,0.44521314,0.054982804,0.3217009,0.065543100000000007,0.5537299
44,ROMNEY,"Well I — I absolutely believe that America has a — a responsibility, and the privilege of helping defend freedom and promote the principles that — that make the world more peaceful. And those principles include human rights, human dignity, free enterprise, freedom of expression, elections. Because when there are elections, people tend to vote for peace. They don’t vote for war. So we want to promote those principles around the world. We recognize that there are places of conflict in the world. We want to end those conflicts to the extent humanly possible. But in order to be able to fulfill our role in the world, America must be strong. America must lead. And for that to happen, we have to strengthen our economy here at home. You can’t have 23 million people struggling to get a job. You can’t have an economy that over the last three years keeps slowing down its growth rate. You can’t have kids coming out of college, half of them can’t find a job today, or a job that’s commensurate with their college degree. We have to get our economy going. And our military, we’ve got to strengthen our military long-term. We don’t know what the world is going to throw at us down the road. We — we make decisions today in the military that — that will confront challenges we can’t imagine. In the 2000 debates, there was no mention of terrorism, for instance. And a year later, 9/11 happened. So, we have to make decisions based upon uncertainty, and that means a strong military. I will not cut our military budget. We have to also stand by our allies. I — I think the tension that existed between Israel and the United States was very unfortunate. I think also that pulling our missile defense program out of Poland in the way we did was also unfortunate in terms of, if you will, disrupting the relationship in some ways that existed between us. And then, of course, with regards to standing for our principles, when — when the students took to the streets in Tehran and the people there protested, the Green Revolution occurred, for the president to be silent I thought was an enormous mistake. We have to stand for our principles, stand for our allies, stand for a strong military and stand for a stronger economy.",0.05750068,0.8793477,0.85021484,0.38675448,0.8711197,0.47583184,0.8641838,0.85776633
45,OBAMA,"America remains the one indispensable nation. And the world needs a strong America, and it is stronger now than when I came into office. Because we ended the war in Iraq, we were able to refocus our attention on not only the terrorist threat, but also beginning a transition process in Afghanistan. It also allowed us to refocus on alliances and relationships that had been neglected for a decade. And Governor Romney, our alliances have never been stronger, in Asia, in Europe, in Africa, with Israel, where we have unprecedented military and intelligence cooperation, including dealing with the Iranian threat. But what we also have been able to do is position ourselves so we can start rebuilding America, and that’s what my plan does. Making sure that we’re bringing manufacturing back to our shores so that we’re creating jobs here, as we’ve done with the auto industry, not rewarding companies that are shipping jobs overseas. Making sure that we’ve got the best education system in the world, including retraining our workers for the jobs of tomorrow. Doing everything we can to control our own energy. We’ve cut our oil imports to the lowest level in two decades because we’ve developed oil and natural gas. But we also have to develop clean energy technologies that will allow us to cut our exports in half by 2020. That’s the kind of leadership that we need to show. And we’ve got to make sure that we reduce our deficit. Unfortunately, Governor Romney’s plan doesn’t do it. We’ve got to do it in a responsible way by cutting out spending we don’t need, but also asking the wealthiest to pay a little bit more. That way we can invest in the research and technology that’s always kept us at the cutting edge. Now, Governor Romney has taken a different approach throughout this campaign. Both at home and abroad, he has proposed wrong and reckless policies. He’s praised George Bush as a good economic steward and Dick Cheney as somebody who’s — who shows great wisdom and judgment. And taking us back to those kinds of strategies that got us into this mess are not the way that we are going to maintain leadership in the 21st century.",0.08953904,0.9138969,0.7559524,0.19174455,0.85822403,0.6740168,0.871983,0.89940435
46,ROMNEY,"I’ve got a policy for the future and agenda for the future. And when it comes to our economy here at home, I know what it takes to create 12 million new jobs and rising take-home pay. And what we’ve seen over the last four years is something I don’t want to see over the next four years. The president said by now we’d be a 5.4 percent unemployment. We’re 9 million jobs short of that. I will get America working again and see rising take-home pay again, and I’ll do it with five simple steps. Number one, we are going to have North American energy independence. We’re going to do it by taking full advantage of oil, coal, gas, nuclear and our renewables. Number two, we’re going to increase our trade. Trade grows about 12 percent year. It doubles about every — every five or so years. We can do better than that, particularly in Latin America. The opportunities for us in Latin America we have just not taken advantage of fully. As a matter of fact, Latin America’s economy is almost as big as the economy of China. We’re all focused on China. Latin America is a huge opportunity for us — time zone, language opportunities. Number three, we’re going to have to have training programs that work for our workers and schools that finally put the parents and the teachers and the kids first, and the teachers’ unions going to have to go behind. And then we’re going to have to get to a balanced budget. We can’t expect entrepreneurs and businesses large and small to take their life savings or their company’s money and invest in America if they think we’re headed to the road to Greece. And that’s where we’re going right now unless we finally get off this spending and borrowing binge. And I’ll get us on track to a balanced budget. And finally, number five, we’ve got to champion small business. Small business is where jobs come from. Two-thirds of our jobs come from small businesses. New business formation is down to the lowest level in 30 years under this administration. I want to bring it back and get back good jobs and rising take-home pay.",0.045378547,0.87456393,0.7865576,0.16798511,0.84641093,0.74785435,0.8333943,0.83128065
47,OBAMA,"Well, let’s talk about what we need to compete. First of all, Governor Romney talks about small businesses. But, Governor, when you were in Massachusetts, small businesses development ranked about 48th, I think out of 50 states in Massachusetts, because the policies that you are promoting actually don’t help small businesses. And the way you define small businesses includes folks at the very top. And they include you and me. That’s not the kind of small business promotion we need. But let’s take an example that we know is going to make a difference in the 21st century and that’s our education policy. We didn’t have a lot of chance to talk about this in the last debate. You know, under my leadership, what we’ve done is reformed education, working with governors, 46 states. We’ve seen progress and gains in schools that were having a terrible time. And they’re starting to finally make progress. And what I now want to do is to hire more teachers, especially in math and science, because we know that we’ve fallen behind when it comes to math and science. And those teachers can make a difference. Now, Governor Romney, when you were asked by teachers whether or not this would help the economy grow, you said this isn’t going to help the economy grow.",0.059232414,0.88550794,0.7299108,0.6572034,0.8711197,0.61233866,0.81585705,0.8666357
48,OBAMA,"When you were asked about reduced class sizes, you said class sizes don’t make a difference. But I tell you, if you talk to teachers, they will tell you it does make a difference. And if we’ve got math teachers who are able to provide the kind of support that they need for our kids, that’s what’s going to determine whether or not the new businesses are created here. Companies are going to locate here depending on whether we’ve got the most highly skilled workforce. And the kinds of budget proposals that you’ve put forward, when we don’t ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that’s undermining our long-term competitiveness. That is not good for America’s position in the world, and the world notices.",0.027442247,0.8331391,0.837681,0.59026456,0.77627647,0.5993944,0.75851816,0.7878438
49,ROMNEY,"Well — well, I need to speak a moment…",0.019226074,0.62418544,0.3150431,0.2401508,0.057352178,0.6032589,0.031652197,0.70546687
50,ROMNEY,"… if you’ll let me, Bob, just about education…",0.017089844,0.669544,0.29520884,0.5473918,0.07336327,0.5534614,0.041384697,0.71029377
51,ROMNEY,"… because I’m — I’m so proud of the state that I had the chance to be governor of. We have every two years tests that look at how well our kids are doing. Fourth graders and eighth graders are tested in English and math. While I was governor, I was proud that our fourth graders came out number one of all 50 states in English, and then also in math. And our eighth graders number one in English and also in math. First time one state had been number one in all four measures. How did we do that? Well, Republicans and Democrats came together on a bipartisan basis to put in place education principles that focused on having great teachers in the classroom.",0.04216247,0.91141653,0.63962346,0.4938409,0.67964774,0.8413017,0.747006,0.87416404
52,OBAMA,Ten years earlier…,0.008544922,0.35377896,0.21835022,0.39910868,0.115097,0.53690284,0.041384697,0.56494874
53,ROMNEY,And that was — that was — that was what allowed us to become the number one state in the nation.,0.009236055,0.25208217,0.17484002,0.2688226,0.09593137,0.4274001,0.14134121,0.7916484
54,OBAMA,But that was 10 years before you took office.,0.01438814,0.2772712,0.07715648,0.53220236,0.08243042,0.25447714,0.07600712,0.55745804
55,ROMNEY,And then you cut education spending when you came into office.,0.026970858,0.4717001,0.094721004,0.46981502,0.059745956,0.28977618,0.10179639,0.22576377
56,ROMNEY,The first — the first — the first — and we kept our schools number one in the nation. They’re still number one today.,0.01024134,0.49471286,0.10744284,0.081613354,0.13423505,0.5296206,0.2445763,0.80897975
57,ROMNEY,"And the principles that we put in place, we also gave kids not just a graduation exam that determined whether they were up to the skills needed to — to be able compete, but also if they graduated the quarter of their class, they got a four-year tuition- free ride at any Massachusetts public institution of higher learning.",0.0056547276,0.13270746,0.36009043,0.25922137,0.42544928,0.54791564,0.66126114,0.6225339
58,OBAMA,That happened before you came into office.,0.026145924,0.6198689,0.10744284,0.5766742,0.056164473,0.35939986,0.04047755,0.5026815
59,ROMNEY,"That was actually mine, actually, Mr. President. You got that fact wrong.",0.04216247,0.7775192,0.33486533,0.54993176,0.12764418,0.49432543,0.08692732,0.7901845
