textId,speaker,text,TOXICITY,AFFINITY_EXPERIMENTAL,COMPASSION_EXPERIMENTAL,CURIOSITY_EXPERIMENTAL,NUANCE_EXPERIMENTAL,PERSONAL_STORY_EXPERIMENTAL,REASONING_EXPERIMENTAL,RESPECT_EXPERIMENTAL
11,CLINTON,"Well, I strongly support Roe v. Wade, which guarantees a constitutional right to a woman to make the most intimate, most difficult, in many cases, decisions about her health care that one can imagine. And in this case, it’s not only about Roe v. Wade. It is about what’s happening right now in America. So many states are putting very stringent regulations on women that block them from exercising that choice to the extent that they are defunding Planned Parenthood, which, of course, provides all kinds of cancer screenings and other benefits for women in our country. Donald has said he’s in favor of defunding Planned Parenthood. He even supported shutting the government down to defund Planned Parenthood. I will defend Planned Parenthood. I will defend Roe v. Wade, and I will defend women’s rights to make their own health care decisions.",0.06065326,0.892557,0.89474475,0.5221292,0.7811989,0.5116272,0.7002943,0.84902084
12,CLINTON,"And we have come too far to have that turned back now. And, indeed, he said women should be punished, that there should be some form of punishment for women who obtain abortions. And I could just not be more opposed to that kind of thinking.",0.27525392,0.8765241,0.8617868,0.42389053,0.329503,0.6589702,0.39771527,0.7878438
13,CLINTON,"Because Roe v. Wade very clearly sets out that there can be regulations on abortion so long as the life and the health of the mother are taken into account. And when I voted as a senator, I did not think that that was the case. The kinds of cases that fall at the end of pregnancy are often the most heartbreaking, painful decisions for families to make. I have met with women who toward the end of their pregnancy get the worst news one could get, that their health is in jeopardy if they continue to carry to term or that something terrible has happened or just been discovered about the pregnancy. I do not think the United States government should be stepping in and making those most personal of decisions. So you can regulate if you are doing so with the life and the health of the mother taken into account.",0.056758508,0.892619,0.9235837,0.59026456,0.86140937,0.6767701,0.8664323,0.8509346
14,TRUMP,"Well, I think it’s terrible. If you go with what Hillary is saying, in the ninth month, you can take the baby and rip the baby out of the womb of the mother just prior to the birth of the baby. Now, you can say that that’s OK and Hillary can say that that’s OK. But it’s not OK with me, because based on what she’s saying, and based on where she’s going, and where she’s been, you can take the baby and rip the baby out of the womb in the ninth month on the final day. And that’s not acceptable.",0.3389984,0.5038683,0.7403917,0.262419,0.46210247,0.20058094,0.34416932,0.51350933
15,CLINTON,"Well, that is not what happens in these cases. And using that kind of scare rhetoric is just terribly unfortunate. You should meet with some of the women that I have met with, women I have known over the course of my life. This is one of the worst possible choices that any woman and her family has to make. And I do not believe the government should be making it. You know, I’ve had the great honor of traveling across the world on behalf of our country. I’ve been to countries where governments either forced women to have abortions, like they used to do in China, or forced women to bear children, like they used to do in Romania. And I can tell you: The government has no business in the decisions that women make with their families in accordance with their faith, with medical advice. And I will stand up for that right.",0.15213956,0.8893385,0.9235837,0.58284277,0.74728346,0.68784165,0.64506394,0.8674182
16,TRUMP,"And, honestly, nobody has business doing what I just said, doing that, as late as one or two or three or four days prior to birth. Nobody has that.",0.018974753,0.23565333,0.58772856,0.19174455,0.08641282,0.3833935,0.12743711,0.35827813
17,TRUMP,"Well, first of all, she wants to give amnesty, which is a disaster and very unfair to all of the people that are waiting in line for many, many years. We need strong borders. In the audience tonight, we have four mothers of—I mean, these are unbelievable people that I’ve gotten to know over a period of years whose children have been killed, brutally killed by people that came into the country illegally. You have thousands of mothers and fathers and relatives all over the country. They’re coming in illegally. Drugs are pouring in through the border. We have no country if we have no border. Hillary wants to give amnesty. She wants to have open borders. The border—as you know, the Border Patrol agents, 16,500-plus ICE last week, endorsed me. First time they’ve ever endorsed a candidate. It means their job is tougher. But they know what’s going on. They know it better than anybody. They want strong borders. They feel we have to have strong borders. I was up in New Hampshire the other day. The biggest complaint they have—it’s with all of the problems going on in the world, many of the problems caused by Hillary Clinton and by Barack Obama. All of the problems—the single biggest problem is heroin that pours across our southern border. It’s just pouring and destroying their youth. It’s poisoning the blood of their youth and plenty of other people. We have to have strong borders. We have to keep the drugs out of our country. We are—right now, we’re getting the drugs, they’re getting the cash. We need strong borders. We need absolute—we cannot give amnesty. Now, I want to build the wall. We need the wall. And the Border Patrol, ICE, they all want the wall. We stop the drugs. We shore up the border. One of my first acts will be to get all of the drug lords, all of the bad ones—we have some bad, bad people in this country that have to go out. We’re going to get them out; we’re going to secure the border. And once the border is secured, at a later date, we’ll make a determination as to the rest. But we have some bad hombres here, and we’re going to get them out.",0.2786282,0.9035041,0.8994349,0.53220236,0.8485735,0.73337585,0.7784225,0.8447519
18,CLINTON,"Well, as he was talking, I was thinking about a young girl I met here in Las Vegas, Carla, who is very worried that her parents might be deported, because she was born in this country but they were not. They work hard, they do everything they can to give her a good life. And you’re right. I don’t want to rip families apart. I don’t want to be sending parents away from children. I don’t want to see the deportation force that Donald has talked about in action in our country. We have 11 million undocumented people. They have 4 million American citizen children, 15 million people. He said as recently as a few weeks ago in Phoenix that every undocumented person would be subject to deportation. Now, here’s what that means. It means you would have to have a massive law enforcement presence, where law enforcement officers would be going school to school, home to home, business to business, rounding up people who are undocumented. And we would then have to put them on trains, on buses to get them out of our country. I think that is an idea that is not in keeping with who we are as a nation. I think it’s an idea that would rip our country apart. I have been for border security for years. I voted for border security in the United States Senate. And my comprehensive immigration reform plan of course includes border security. But I want to put our resources where I think they’re most needed: Getting rid of any violent person. Anybody who should be deported, we should deport them. When it comes to the wall that Donald talks about building, he went to Mexico, he had a meeting with the Mexican president. Didn’t even raise it. He choked and then got into a Twitter war because the Mexican president said we’re not paying for that wall. So I think we are both a nation of immigrants and we are a nation of laws and that we can act accordingly. And that’s why I’m introducing comprehensive immigration reform within the first 100 days with a path to citizenship.",0.11129999,0.9188521,0.9027325,0.5729101,0.86167395,0.835026,0.8333943,0.86410946
19,TRUMP,"Chris, I think it’s…",0.010618322,0.6415057,0.25140157,0.7006101,0.08507892,0.48657206,0.04413355,0.75332457
20,TRUMP,"I think I should respond to that. First of all, I had a very good meeting with the president of Mexico. Very nice man. We will be doing very much better with Mexico on trade deals. Believe me. The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody. It’s a disaster. Hillary Clinton wanted the wall. Hillary Clinton fought for the wall in 2006 or thereabouts. Now, she never gets anything done, so naturally the wall wasn’t built. But Hillary Clinton wanted the wall.",0.15269235,0.8827942,0.54409087,0.2688226,0.446567,0.672642,0.44746628,0.8308365
21,TRUMP,We are a country of laws. We either have—and by the way…,0.01633588,0.44872412,0.275634,0.16288075,0.06338342,0.237314,0.0686341,0.6172022
22,TRUMP,"Well—well, but she said one thing.",0.017718147,0.3823731,0.22768863,0.36358526,0.13093169,0.41028914,0.046923243,0.6548995
23,CLINTON,"I voted for border security, and there are…",0.0154562555,0.8356921,0.19600275,0.44827527,0.08243042,0.6414199,0.16020581,0.74130005
24,TRUMP,And the wall.,0.016964182,0.42560056,0.24661607,0.5690662,0.14423282,0.39312562,0.057501856,0.6030863
25,CLINTON,"There are some limited places where that was appropriate. There also is necessarily going to be new technology and how best to deploy that. But it is clear, when you look at what Donald has been proposing, he started his campaign bashing immigrants, calling Mexican immigrants rapists and criminals and drug dealers, that he has a very different view about what we should do to deal with immigrants. Now, what I am also arguing is that bringing undocumented immigrants out from the shadows, putting them into the formal economy will be good, because then employers can’t exploit them and undercut Americans’ wages. And Donald knows a lot about this. He used undocumented labor to build the Trump Tower. He underpaid undocumented workers, and when they complained, he basically said what a lot of employers do: “You complain, I’ll get you deported.” I want to get everybody out of the shadows, get the economy working, and not let employers like Donald exploit undocumented workers, which hurts them, but also hurts American workers.",0.36095104,0.86131626,0.8559746,0.6506334,0.83098304,0.55161005,0.7955197,0.7683344
26,TRUMP,"President Obama has moved millions of people out. Nobody knows about it, nobody talks about it. But under Obama, millions of people have been moved out of this country. They’ve been deported. She doesn’t want to say that, but that’s what’s happened, and that’s what happened big league. As far as moving these people out and moving—we either have a country or we don’t. We’re a country of laws. We either have a border or we don’t. Now, you can come back in and you can become a citizen. But it’s very unfair. We have millions of people that did it the right way. They’re on line. They’re waiting. We’re going to speed up the process, big league, because it’s very inefficient. But they’re on line and they’re waiting to become citizens. Very unfair that somebody runs across the border, becomes a citizen, under her plan, you have open borders. You would have a disaster on trade, and you will have a disaster with your open borders.",0.15490346,0.8165955,0.8678206,0.5296796,0.78903085,0.28529313,0.66999924,0.63030756
27,TRUMP,But what she doesn’t say is that President Obama has deported millions and millions of people just the way it is.,0.08083374,0.35853672,0.570177,0.5196182,0.2294551,0.10696436,0.2672631,0.5189084
28,CLINTON,We will not have open borders. That is…,0.031213367,0.49014506,0.28538823,0.15272859,0.04916908,0.15477188,0.061485674,0.43749967
29,CLINTON,That is a rank mischaracterization.,0.04216247,0.10090817,0.15846217,0.43300533,0.06957339,0.046975583,0.065543100000000007,0.5153062
30,CLINTON,"We will have secure borders, but we’ll also have reform. And this used to be a bipartisan issue. Ronald Reagan was the last president…",0.016964182,0.8165955,0.3703159,0.1859979,0.27945936,0.25015506,0.4047056,0.855572
31,CLINTON,"… to sign immigration reform, and George W. Bush supported it, as well.",0.017592486,0.6765534,0.25140157,0.10072401,0.24843976,0.6241386,0.35873052,0.7631247
32,TRUMP,Thank you.,0.008105109,0.72854507,0.5723696,0.5144596,0.15436298,0.506055,0.08032035,0.8532433
33,CLINTON,"Well, if you went on to read the rest of the sentence, I was talking about energy. You know, we trade more energy with our neighbors than we trade with the rest of the world combined. And I do want us to have an electric grid, an energy system that crosses borders. I think that would be a great benefit to us. But you are very clearly quoting from WikiLeaks. And what’s really important about WikiLeaks is that the Russian government has engaged in espionage against Americans. They have hacked American websites, American accounts of private people, of institutions. Then they have given that information to WikiLeaks for the purpose of putting it on the Internet. This has come from the highest levels of the Russian government, clearly, from Putin himself, in an effort, as 17 of our intelligence agencies have confirmed, to influence our election. So I actually think the most important question of this evening, Chris, is, finally, will Donald Trump admit and condemn that the Russians are doing this and make it clear that he will not have the help of Putin in this election, that he rejects Russian espionage against Americans, which he actually encouraged in the past. Those are the questions we need answered. We’ve never had anything like this happen in any of our elections before.",0.14256015,0.71184844,0.45294863,0.6807849,0.838797,0.2205297,0.7771887,0.7378816
34,TRUMP,"That was a great pivot off the fact that she wants open borders, OK? How did we get on to Putin?",0.032627538,0.4809408,0.06728792,0.8828135,0.08507892,0.08501253,0.06759904,0.45884904
35,TRUMP,So just to finish on the borders…,0.07212844,0.4624895,0.12279678,0.630088,0.062164437,0.32634202,0.017662626,0.6626846
36,TRUMP,"She wants open borders. People are going to pour into our country. People are going to come in from Syria. She wants 550 percent more people than Barack Obama, and he has thousands and thousands of people. They have no idea where they come from. And you see, we are going to stop radical Islamic terrorism in this country. She won’t even mention the words, and neither will President Obama. So I just want to tell you, she wants open borders. Now we can talk about Putin. I don’t know Putin. He said nice things about me. If we got along well, that would be good. If Russia and the United States got along well and went after ISIS, that would be good. He has no respect for her. He has no respect for our president. And I’ll tell you what: We’re in very serious trouble, because we have a country with tremendous numbers of nuclear warheads—1,800, by the way—where they expanded and we didn’t, 1,800 nuclear warheads. And she’s playing chicken. Look, Putin…",0.2854937,0.80519694,0.7169623,0.61247724,0.74141735,0.39763463,0.47403714,0.7094882
37,TRUMP,"… from everything I see, has no respect for this person.",0.17631748,0.4855708,0.61117506,0.20059752,0.054982804,0.4668769,0.052624613,0.37306613
38,CLINTON,"Well, that’s because he’d rather have a puppet as president of the United States.",0.45243698,0.102570616,0.080593176,0.091476426,0.04575446,0.06381243,0.0145520475,0.14889477
39,TRUMP,No puppet. No puppet.,0.112953395,0.71184844,0.10248567,0.28168398,0.04916908,0.35939986,0.007070871,0.5071406
40,CLINTON,And it’s pretty clear…,0.014827953,0.32539845,0.22768863,0.2688226,0.06338342,0.30789703,0.02004027,0.6048477
41,TRUMP,You’re the puppet!,0.43230394,0.4395828,0.09935612,0.16798511,0.033701215,0.08766961,0,0.37306613
42,CLINTON,It’s pretty clear you won’t admit…,0.039935954,0.29427427,0.10564658,0.11123639,0.054982804,0.11932958,0.013022356,0.27199435
43,TRUMP,"No, you’re the puppet.",0.4269174,0.5038683,0.14640224,0.091476426,0.03264134,0.13517593,3.9741604e-4,0.38804084
44,CLINTON,"… that the Russians have engaged in cyberattacks against the United States of America, that you encouraged espionage against our people, that you are willing to spout the Putin line, sign up for his wish list, break up NATO, do whatever he wants to do, and that you continue to get help from him, because he has a very clear favorite in this race. So I think that this is such an unprecedented situation. We’ve never had a foreign government trying to interfere in our election. We have 17—17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin and they are designed to influence our election. I find that deeply disturbing.",0.19694418,0.6198689,0.36009043,0.584078,0.6462214,0.15477188,0.52848047,0.43749967
45,CLINTON,And I think it’s time you take a stand…,0.032391842,0.71184844,0.46296853,0.21843931,0.042394742,0.28529313,0.04047755,0.7913555
46,TRUMP,"She has no idea whether it’s Russia, China, or anybody else.",0.044141594,0.06434145,0.06570701,0.3239431,0.054982804,0.06686595,0.008533804,0.20358625
47,CLINTON,I am not quoting myself.,0.019854378,0.53612226,0.09135507,0.25284275,0.09317882,0.56650126,0.07707836,0.6942594
48,TRUMP,She has no idea.,0.14082454,0.39671242,0.2707453,0.25602922,0.075921565,0.3689464,0.009271503,0.5153062
49,CLINTON,I am quoting 17…,0.018974753,0.54960024,0.15040267,0.41776362,0.14423282,0.5832605,0.0624929,0.74987906
50,TRUMP,"Hillary, you have no idea.",0.20172562,0.44872412,0.15442306,0.080540396,0.024373554,0.16480204,0,0.20795219
51,CLINTON,… 17 intelligence—do you doubt 17 military and civilian…,0.028974265,0.10591581,0.052262057,0.8710618,0.115097,0.0684207,0.017662626,0.36811587
52,TRUMP,And our country has no idea.,0.05750068,0.3728518,0.18747956,0.17310864,0.015513112,0.25447714,7.8587866e-5,0.29102772
53,CLINTON,… agencies.,0.008796243,0.42560056,0.3150431,0.44521314,0.19622535,0.35939986,0.0814101,0.6272686
54,TRUMP,"Yeah, I doubt it. I doubt it.",0.022139108,0.5673467,0.18324682,0.21247254,0.060951967,0.4803331,0.031652197,0.63488114
55,CLINTON,"Well, he’d rather believe Vladimir Putin than the military and civilian intelligence professionals who are sworn to protect us. I find that just absolutely…",0.04067813,0.5268742,0.32491422,0.27846095,0.13755322,0.24585372,0.07707836,0.25789687
56,TRUMP,She doesn’t like Putin because Putin has outsmarted her at every step of the way.,0.12867521,0.33482835,0.09780297,0.11831558,0.060951967,0.3833935,0.057501856,0.4111868
57,TRUMP,Excuse me. Putin has outsmarted her in Syria.,0.119997114,0.29427427,0.064143285,0.39601225,0.07083046,0.14817277,0.052624613,0.43327832
58,TRUMP,He’s outsmarted her every step of the way.,0.11202335,0.4717001,0.3499417,0.059092697,0.03691611,0.5205869,0.030794177,0.57248515
59,TRUMP,"Yes, that’s fine.",0.012817383,0.5407564,0.3150431,0.6087872,0.07721034,0.24157341,0.036009192,0.7567776
60,TRUMP,By Russia or anybody else.,0.02308189,0.19607584,0.20909274,0.09371912,0.0379996,0.09404765,0.027406916,0.36811587
61,TRUMP,Of course I condemn. Of course I—I don’t know Putin. I have no idea.,0.054779384,0.76378906,0.45045376,0.43605095,0.08111562,0.667156,0.058490995,0.63030756
62,TRUMP,"I never met Putin. This is not my best friend. But if the United States got along with Russia, wouldn’t be so bad. Let me tell you, Putin has outsmarted her and Obama at every single step of the way. Whether it’s Syria, you name it. Missiles. Take a look at the “startup” that they signed. The Russians have said, according to many, many reports, I can’t believe they allowed us to do this. They create warheads, and we can’t. The Russians can’t believe it. She has been outsmarted by Putin. And all you have to do is look at the Middle East. They’ve taken over. We’ve spent $6 trillion. They’ve taken over the Middle East. She has been outsmarted and outplayed worse than anybody I’ve ever seen in any government whatsoever.",0.23415339,0.6520952,0.57676435,0.38366714,0.6452562,0.72534764,0.5406687,0.66112393
63,TRUMP,And she always will be.,0.022610499,0.701217,0.5898851,0.08704651,0.08641282,0.4145413,0.061485674,0.8086846
64,CLINTON,"I—I find it ironic that he’s raising nuclear weapons. This is a person who has been very cavalier, even casual about the use of nuclear weapons. He’s…",0.11367676,0.3395551,0.28538823,0.5271598,0.17153801,0.4274001,0.10533433,0.52614826
65,TRUMP,Wrong.,0.023788974,0.59408754,0.33486533,0.5015497,0.18907832,0.4447776,0.07387768,0.7022567
66,CLINTON,"… advocated more countries getting them, Japan, Korea, even Saudi Arabia. He said, well, if we have them, why don’t we use them, which I think is terrifying. But here’s the deal. The bottom line on nuclear weapons is that when the president gives the order, it must be followed. There’s about four minutes between the order being given and the people responsible for launching nuclear weapons to do so. And that’s why 10 people who have had that awesome responsibility have come out and, in an unprecedented way, said they would not trust Donald Trump with the nuclear codes or to have his finger on the nuclear button.",0.11388343,0.5584605,0.5570789,0.5423189,0.61832505,0.33568537,0.5123099,0.63335454
67,TRUMP,I have 200 generals…,0.02826718,0.39671242,0.08678792,0.40220642,0.060951967,0.59809005,0.04413355,0.55187017
68,TRUMP,"… and admirals, 21 endorsing me, 21 congressional Medal of Honor recipients. As far as Japan and other countries, we are being ripped off by everybody in the—we’re defending other countries. We are spending a fortune doing it. They have the bargain of the century. All I said is, we have to renegotiate these agreements, because our country cannot afford to defend Saudi Arabia, Japan, Germany, South Korea, and many other places. We cannot continue to afford—she took that as saying nuclear weapons.",0.11378009,0.884644,0.7464891,0.5423189,0.6689644,0.7177893,0.55761397,0.87622494
69,TRUMP,"Look, she’s been proven to be a liar on so many different ways. This is just another lie.",0.54325575,0.4578922,0.41094556,0.081613354,0.08375148,0.3217009,0.04786215,0.1288494
70,CLINTON,"Well, I’m just quoting you when you were asked…",0.01859777,0.659063,0.19173165,0.61340094,0.08243042,0.44916433,0.03689402,0.7504528
71,TRUMP,There’s no quote. You’re not going to find a quote from me.,0.030388435,0.4395828,0.07715648,0.14768031,0.03691611,0.4145413,0.029940741,0.4871909
72,CLINTON,"… about a potential nuclear—nuclear competition in Asia, you said, you know, go ahead, enjoy yourselves, folks. That kind…",0.11316007,0.35377896,0.19173165,0.54993176,0.13423505,0.20058094,0.10179639,0.5189084
73,TRUMP,And defend yourselves.,0.03545588,0.49014506,0.43065208,0.19469051,0.08243042,0.22465663,0.061485674,0.676808
74,CLINTON,… of language—well…,0.015958898,0.44414997,0.17484002,0.47910172,0.11220652,0.43171954,0.038676813,0.6136608
75,TRUMP,And defend yourselves. I didn’t say nuclear. And defend yourself.,0.06025757,0.5983713,0.43557617,0.0731627,0.09795316,0.27196422,0.08032035,0.59536964
76,CLINTON,"The United States has kept the peace—the United States has kept the peace through our alliances. Donald wants to tear up our alliances. I think it makes the world safer and, frankly, it makes the United States safer. I would work with our allies in Asia, in Europe, in the Middle East, and elsewhere. That’s the only way we’re going to be able to keep the peace.",0.027560094,0.8707761,0.6737941,0.2338352,0.37811702,0.44916433,0.49967587,0.87295854
77,TRUMP,Yes.,0.009487377,0.61555785,0.42085356,0.6969121,0.21453366,0.46242416,0.07387768,0.7078785
78,CLINTON,"Well, I think when the middle class thrives, America thrives. And so my plan is based on growing the economy, giving middle-class families many more opportunities. I want us to have the biggest jobs program since World War II, jobs in infrastructure and advanced manufacturing. I think we can compete with high-wage countries, and I believe we should. New jobs and clean energy, not only to fight climate change, which is a serious problem, but to create new opportunities and new businesses. I want us to do more to help small business. That’s where two-thirds of the new jobs are going to come from. I want us to raise the national minimum wage, because people who live in poverty should not—who work full-time should not still be in poverty. And I sure do want to make sure women get equal pay for the work we do. I feel strongly that we have to have an education system that starts with preschool and goes through college. That’s why I want more technical education in high schools and in community colleges, real apprenticeships to prepare young people for the jobs of the future. I want to make college debt-free and for families making less than $125,000, you will not get a tuition bill from a public college or university if the plan that I worked on with Bernie Sanders is enacted. And we’re going to work hard to make sure that it is, because we are going to go where the money is. Most of the gains in the last years since the Great Recession have gone to the very top. So we are going to have the wealthy pay their fair share. We’re going to have corporations make a contribution greater than they are now to our country. That is a plan that has been analyzed by independent experts which said that it could produce 10 million new jobs. By contrast, Donald’s plan has been analyzed to conclude it might lose 3.5 million jobs. Why? Because his whole plan is to cut taxes, to give the biggest tax breaks ever to the wealthy and to corporations, adding $20 trillion to our debt, and causing the kind of dislocation that we have seen before, because it truly will be trickle-down economics on steroids. So the plan I have I think will actually produce greater opportunities. The plan he has will cost us jobs and possibly lead to another Great Recession.",0.034277402,0.87578875,0.8543988,0.40220642,0.88495827,0.74102473,0.90312505,0.8651557
