textId,speaker,text,TOXICITY,AFFINITY_EXPERIMENTAL,COMPASSION_EXPERIMENTAL,CURIOSITY_EXPERIMENTAL,NUANCE_EXPERIMENTAL,PERSONAL_STORY_EXPERIMENTAL,REASONING_EXPERIMENTAL,RESPECT_EXPERIMENTAL
11,TRUMP,I did not. I did not. I do not say that.,0.013320025,0.5851888,0.2707453,0.24966244,0.09455179,0.6822952,0.053591017,0.5819706
12,CLINTON,I think science is real.,0.016210219,0.58071846,0.15040267,0.10421379,0.07980745,0.47583184,0.0497534,0.67838573
13,TRUMP,I do not say that.,0.012817383,0.5314953,0.28538823,0.3011325,0.13755322,0.50213134,0.052624613,0.6815467
14,CLINTON,"And I think it’s important that we grip this and deal with it, both at home and abroad. And here’s what we can do. We can deploy a half a billion more solar panels. We can have enough clean energy to power every home. We can build a new modern electric grid. That’s a lot of jobs; that’s a lot of new economic activity. So I’ve tried to be very specific about what we can and should do, and I am determined that we’re going to get the economy really moving again, building on the progress we’ve made over the last eight years, but never going back to what got us in trouble in the first place.",0.026499467,0.8026693,0.62114906,0.24966244,0.6097126,0.44040793,0.77348167,0.8446199
15,TRUMP,"She talks about solar panels. We invested in a solar company, our country. That was a disaster. They lost plenty of money on that one. Now, look, I’m a great believer in all forms of energy, but we’re putting a lot of people out of work. Our energy policies are a disaster. Our country is losing so much in terms of energy, in terms of paying off our debt. You can’t do what you’re looking to do with $20 trillion in debt. The Obama administration, from the time they’ve come in, is over 230 years’ worth of debt, and he’s topped it. He’s doubled it in a course of almost eight years, seven-and-a-half years, to be semi- exact. So I will tell you this. We have to do a much better job at keeping our jobs. And we have to do a much better job at giving companies incentives to build new companies or to expand, because they’re not doing it. And all you have to do is look at Michigan and look at Ohio and look at all of these places where so many of their jobs and their companies are just leaving, they’re gone. And, Hillary, I’d just ask you this. You’ve been doing this for 30 years. Why are you just thinking about these solutions right now? For 30 years, you’ve been doing it, and now you’re just starting to think of solutions.",0.13561769,0.8331391,0.76938456,0.66944313,0.84125143,0.53143644,0.82057154,0.8027987
16,CLINTON,"Well, actually…",0.013885498,0.53612226,0.3957108,0.50670505,0.089099705,0.570252,0.029091854,0.69107187
17,TRUMP,I will bring—excuse me. I will bring back jobs. You can’t bring back jobs.,0.07054565,0.6835804,0.42819625,0.17310864,0.10932987,0.6071397,0.079235196,0.67051303
18,CLINTON,"Well, actually, I have thought about this quite a bit.",0.02107848,0.659063,0.17903334,0.24331647,0.08375148,0.71988344,0.042296432,0.74930567
19,TRUMP,"Yeah, for 30 years.",0.009864358,0.55402756,0.29028806,0.28814536,0.07850564,0.6562536,0.059484657,0.6564528
20,CLINTON,"And I have—well, not quite that long. I think my husband did a pretty good job in the 1990s. I think a lot about what worked and how we can make it work again…",0.010304171,0.7787711,0.31009308,0.5015497,0.16462365,0.75235087,0.136683,0.8472839
21,TRUMP,"Well, he approved NAFTA…",0.01005285,0.3028177,0.088600785,0.5766742,0.07850564,0.25881764,0.03338158,0.63947254
22,CLINTON,"… million new jobs, a balanced budget…",0.0074768066,0.102570616,0.1625211,0.09259545,0.20716603,0.2205297,0.21389289,0.6548995
23,TRUMP,"He approved NAFTA, which is the single worst trade deal ever approved in this country.",0.17111848,0.3490304,0.23239003,0.080540396,0.056164473,0.31707925,0.0914217,0.329258
24,CLINTON,"Incomes went up for everybody. Manufacturing jobs went up also in the 1990s, if we’re actually going to look at the facts. When I was in the Senate, I had a number of trade deals that came before me, and I held them all to the same test. Will they create jobs in America? Will they raise incomes in America? And are they good for our national security? Some of them I voted for. The biggest one, a multinational one known as CAFTA, I voted against. And because I hold the same standards as I look at all of these trade deals. But let’s not assume that trade is the only challenge we have in the economy. I think it is a part of it, and I’ve said what I’m going to do. I’m going to have a special prosecutor. We’re going to enforce the trade deals we have, and we’re going to hold people accountable. When I was secretary of state, we actually increased American exports globally 30 percent. We increased them to China 50 percent. So I know how to really work to get new jobs and to get exports that helped to create more new jobs.",0.048099842,0.90840757,0.7025005,0.656264,0.8450565,0.8459832,0.86011815,0.8684605
25,TRUMP,But you haven’t done it in 30 years or 26 years or any number you want to…,0.011623607,0.112080015,0.096258074,0.53978604,0.059745956,0.20850179,0.037783217,0.42474672
26,CLINTON,"Well, I’ve been a senator, Donald…",0.012440401,0.8571612,0.3298799,0.24331647,0.051476303,0.780923,0.059484657,0.7706542
27,TRUMP,You haven’t done it. You haven’t done it.,0.02343543,0.5314953,0.33987126,0.29138586,0.075921565,0.4274001,0.039574955,0.5934472
28,CLINTON,And I have been a secretary of state…,0.008670582,0.6660454,0.18324682,0.46672752,0.065840356,0.6740168,0.043212753,0.68789035
29,TRUMP,Excuse me.,0.01646154,0.6520952,0.39066955,0.68552077,0.12436983,0.53325564,0.061485674,0.72088635
30,CLINTON,And I have done a lot…,0.013320025,0.76378906,0.3703159,0.38366714,0.07980745,0.7706475,0.045059014,0.72993743
31,TRUMP,"Your husband signed NAFTA, which was one of the worst things that ever happened to the manufacturing industry.",0.1537979,0.63716775,0.43311197,0.35360754,0.09795316,0.4188109,0.16657384,0.45454627
32,CLINTON,"Well, that’s your opinion. That is your opinion.",0.0201057,0.41594055,0.4805642,0.2401508,0.06957339,0.085893385,0.029940741,0.7613913
33,TRUMP,"You go to New England, you go to Ohio, Pennsylvania, you go anywhere you want, Secretary Clinton, and you will see devastation where manufacture is down 30, 40, sometimes 50 percent. NAFTA is the worst trade deal maybe ever signed anywhere, but certainly ever signed in this country. And now you want to approve Trans-Pacific Partnership. You were totally in favor of it. Then you heard what I was saying, how bad it is, and you said, I can’t win that debate. But you know that if you did win, you would approve that, and that will be almost as bad as NAFTA. Nothing will ever top NAFTA.",0.16098402,0.6835804,0.66518486,0.68646854,0.5301707,0.33100215,0.5798385,0.64870656
34,CLINTON,"Well, that is just not accurate. I was against it once it was finally negotiated and the terms were laid out. I wrote about that in…",0.02035702,0.78880787,0.17903334,0.46672752,0.2600025,0.5906545,0.20559493,0.7665964
35,TRUMP,You called it the gold standard.,0.016712861,0.35377896,0.07462743,0.5550214,0.10077741,0.16817981,0.0497534,0.63030756
36,TRUMP,You called it the gold standard of trade deals. You said it’s the finest deal you’ve ever seen.,0.016712861,0.513052,0.096258074,0.19174455,0.06832278,0.09404765,0.08692732,0.7216403
37,CLINTON,No.,0.010869644,0.4809408,0.26103324,0.46364117,0.09593137,0.4274001,0.042296432,0.63030756
38,TRUMP,"And then you heard what I said about it, and all of a sudden you were against it.",0.02968135,0.42076668,0.24661607,0.63940567,0.056164473,0.50213134,0.017662626,0.33884993
39,CLINTON,"Well, Donald, I know you live in your own reality, but that is not the facts. The facts are—I did say I hoped it would be a good deal, but when it was negotiated…",0.022139108,0.7787711,0.36009043,0.25922137,0.20716603,0.4668769,0.10415064,0.68313
40,TRUMP,Not.,0.009110395,0.5407564,0.355006,0.39292225,0.23322205,0.43605614,0.083603315,0.69905347
41,CLINTON,"… which I was not responsible for, I concluded it wasn’t. I wrote about that in my book…",0.01218908,0.7737671,0.5121217,0.080540396,0.11220652,0.8154238,0.09484003,0.7948712
42,TRUMP,So is it President Obama’s fault?,0.04760506,0.20325422,0.09780297,0.8597988,0.05854601,0.053689104,0.004907096,0.45884904
43,CLINTON,… before you even announced.,0.01426248,0.387145,0.20029442,0.46364117,0.067078255,0.2205297,0.032514658,0.5426158
44,TRUMP,Is it President Obama’s fault?,0.07054565,0.18892528,0.087692045,0.842926,0.042394742,0.060831316,0.0034848931,0.41568857
45,CLINTON,"Look, there are differences…",0.017466826,0.4670914,0.26587954,0.2401508,0.09317882,0.31247786,0.046923243,0.71561986
46,TRUMP,"Secretary, is it President Obama’s fault?",0.049089402,0.2772712,0.075465895,0.8832967,0.05263899,0.04440581,0.008533804,0.5934472
47,CLINTON,There are…,0.01608456,0.3490304,0.17903334,0.42085955,0.10932987,0.4274001,0.055537287,0.60836554
48,TRUMP,Because he’s pushing it.,0.036634352,0.39671242,0.23239003,0.15272859,0.057352178,0.33568537,0.023271002,0.5593265
49,CLINTON,"There are different views about what’s good for our country, our economy, and our leadership in the world. And I think it’s important to look at what we need to do to get the economy going again. That’s why I said new jobs with rising incomes, investments, not in more tax cuts that would add $5 trillion to the debt.",0.008105109,0.8688271,0.7238763,0.4084155,0.6929632,0.3833935,0.7081466,0.88269824
50,TRUMP,But you have no plan.,0.04067813,0.24385335,0.07800866,0.5246426,0.054982804,0.085893385,3.9774037e-5,0.39307475
51,CLINTON,"But in—oh, but I do.",0.015770407,0.7223736,0.25140157,0.47290605,0.08375148,0.65354264,0.01609901,0.7141184
52,TRUMP,"Secretary, you have no plan.",0.09568449,0.23565333,0.069693916,0.56522816,0.046886425,0.085893385,2.761069e-4,0.44598937
53,CLINTON,"In fact, I have written a book about it. It’s called “Stronger Together.” You can pick it up tomorrow at a bookstore…",0.012691722,0.85615355,0.33486533,0.1426516,0.117999926,0.7542805,0.26199755,0.7872589
54,TRUMP,That’s about all you’ve…,0.01859777,0.34428877,0.25140157,0.43910125,0.06832278,0.35939986,0.012264081,0.5279652
55,CLINTON,… or at an airport near you.,0.0137598375,0.10090817,0.20909274,0.24966244,0.14759369,0.29427764,0.08916544,0.5593265
56,CLINTON,"But it’s because I see this—we need to have strong growth, fair growth, sustained growth. We also have to look at how we help families balance the responsibilities at home and the responsibilities at business. So we have a very robust set of plans. And people have looked at both of our plans, have concluded that mine would create 10 million jobs and yours would lose us 3.5 million jobs, and explode the debt which would have a recession.",0.012000589,0.884644,0.8383139,0.5015497,0.8245519,0.5553158,0.8708807,0.86776584
57,TRUMP,"You are going to approve one of the biggest tax cuts in history. You are going to approve one of the biggest tax increases in history. You are going to drive business out. Your regulations are a disaster, and you’re going to increase regulations all over the place. And by the way, my tax cut is the biggest since Ronald Reagan. I’m very proud of it. It will create tremendous numbers of new jobs. But regulations, you are going to regulate these businesses out of existence. When I go around—Lester, I tell you this, I’ve been all over. And when I go around, despite the tax cut, the thing—the things that business as in people like the most is the fact that I’m cutting regulation. You have regulations on top of regulations, and new companies cannot form and old companies are going out of business. And you want to increase the regulations and make them even worse. I’m going to cut regulations. I’m going to cut taxes big league, and you’re going to raise taxes big league, end of story.",0.16043124,0.8216765,0.5942055,0.53978604,0.600943,0.76913583,0.63320714,0.75332457
58,CLINTON,That can’t—that can’t be left to stand.,0.015644746,0.3028177,0.59636974,0.09724766,0.030539246,0.22885571,0.028247233,0.5093774
59,CLINTON,"I kind of assumed that there would be a lot of these charges and claims, and so…",0.012000589,0.3490304,0.18747956,0.45748383,0.04350852,0.562761,0.036009192,0.5279652
60,TRUMP,Facts.,0.0074139764,0.513052,0.30014935,0.5015497,0.24080163,0.5116272,0.0914217,0.7006543
61,CLINTON,"So we have taken the home page of my website, HillaryClinton.com, and we’ve turned it into a fact-checker. So if you want to see in real-time what the facts are, please go and take a look. Because what I have proposed…",0.023671126,0.6198689,0.15846217,0.44215542,0.13423505,0.53690284,0.320774,0.7378816
62,TRUMP,"And take a look at mine, also, and you’ll see.",0.021549871,0.31139624,0.19173165,0.17310864,0.06957339,0.26317918,0.05456208,0.66424555
63,CLINTON,"… would not add a penny to the debt, and your plans would add $5 trillion to the debt. What I have proposed would cut regulations and streamline them for small businesses. What I have proposed would be paid for by raising taxes on the wealthy, because they have made all the gains in the economy. And I think it’s time that the wealthy and corporations paid their fair share to support this country.",0.009361716,0.65557843,0.7337644,0.5271598,0.53119516,0.45798835,0.63435656,0.6958554
64,TRUMP,"Well, could I just finish—I think I…",0.032391842,0.54517925,0.20029442,0.834107,0.075921565,0.5851047,0.008533804,0.6207543
65,TRUMP,"I think I should—you go to her website, and you take a look at her website.",0.018849092,0.32069492,0.3150431,0.37026033,0.065840356,0.373742,0.08250451,0.6548995
66,TRUMP,She’s going to raise taxes $1.3 trillion.,0.009236055,0.10090817,0.10406223,0.22143239,0.10932987,0.237314,0.13204911,0.3977894
67,TRUMP,And look at her website. You know what? It’s no difference than this. She’s telling us how to fight ISIS. Just go to her website. She tells you how to fight ISIS on her website. I don’t think General Douglas MacArthur would like that too much.,0.08637348,0.5896652,0.39066955,0.3337865,0.24843976,0.28977618,0.15861982,0.42474672
68,CLINTON,"Well, at least I have a plan to fight ISIS.",0.16851899,0.5407564,0.13845752,0.17310864,0.0073522497,0.4274001,0.011509598,0.5762704
69,TRUMP,"No, no, you’re telling the enemy everything you want to do.",0.067380086,0.40630993,0.22768863,0.20355904,0.065840356,0.09128397,0.029940741,0.3977894
70,CLINTON,"No, we’re not. No, we’re not.",0.01237757,0.50845575,0.355006,0.3239431,0.04575446,0.33568537,0.017662626,0.611894
71,TRUMP,"See, you’re telling the enemy everything you want to do. No wonder you’ve been fighting—no wonder you’ve been fighting ISIS your entire adult life.",0.19314334,0.60266054,0.38564745,0.19174455,0.09317882,0.2763869,0.0497534,0.27199435
72,CLINTON,"That’s a—that’s—go to the—please, fact checkers, get to work.",0.04166769,0.23565333,0.26587954,0.27846095,0.01360575,0.15146351,0.0624929,0.5049093
73,TRUMP,"Well, I’m really calling for major jobs, because the wealthy are going to create tremendous jobs. They’re going to expand their companies. They’re going to do a tremendous job. I’m getting rid of the carried interest provision. And if you really look, it’s not a tax—it’s really not a great thing for the wealthy. It’s a great thing for the middle class. It’s a great thing for companies to expand. And when these people are going to put billions and billions of dollars into companies, and when they’re going to bring $2.5 trillion back from overseas, where they can’t bring the money back, because politicians like Secretary Clinton won’t allow them to bring the money back, because the taxes are so onerous, and the bureaucratic red tape, so what—is so bad. So what they’re doing is they’re leaving our country, and they’re, believe it or not, leaving because taxes are too high and because some of them have lots of money outside of our country. And instead of bringing it back and putting the money to work, because they can’t work out a deal to—and everybody agrees it should be brought back. Instead of that, they’re leaving our country to get their money, because they can’t bring their money back into our country, because of bureaucratic red tape, because they can’t get together. Because we have—we have a president that can’t sit them around a table and get them to approve something. And here’s the thing. Republicans and Democrats agree that this should be done, $2.5 trillion. I happen to think it’s double that. It’s probably $5 trillion that we can’t bring into our country, Lester. And with a little leadership, you’d get it in here very quickly, and it could be put to use on the inner cities and lots of other things, and it would be beautiful. But we have no leadership. And honestly, that starts with Secretary Clinton.",0.071337044,0.8884729,0.82750463,0.6328792,0.7826555,0.6071397,0.7457078,0.8253623
74,CLINTON,"I have a feeling that by, the end of this evening, I’m going to be blamed for everything that’s ever happened.",0.067380086,0.60266054,0.5462486,0.15272859,0.0379996,0.6334105,0.030794177,0.33404386
75,TRUMP,Why not?,0.008010864,0.53612226,0.275634,0.7905072,0.10932987,0.31247786,0.03338158,0.6471633
76,CLINTON,"Why not? Yeah, why not? You know, just join the debate by saying more crazy things. Now, let me say this, it is absolutely the case…",0.25462922,0.7047565,0.06259734,0.5524739,0.056164473,0.29879752,0.036009192,0.33404386
77,TRUMP,There’s nothing crazy about not letting our companies bring their money back into their country.,0.15932569,0.21934268,0.31009308,0.09724766,0.07980745,0.08413648,0.10297144,0.26727372
78,TRUMP,Yes.,0.009487377,0.61555785,0.42085356,0.6969121,0.21453366,0.46242416,0.07387768,0.7078785
79,CLINTON,"Yeah, well, let’s start the clock again, Lester. We’ve looked at your tax proposals. I don’t see changes in the corporate tax rates or the kinds of proposals you’re referring to that would cause the repatriation, bringing back of money that’s stranded overseas. I happen to support that.",0.015079274,0.8541393,0.58557475,0.75526416,0.43309575,0.4145413,0.40995964,0.84398204
80,TRUMP,Then you didn’t read it.,0.0137598375,0.26038522,0.08410501,0.3011325,0.065840356,0.15809801,0.013785004,0.36318657
81,CLINTON,"I happen to—I happen to support that in a way that will actually work to our benefit. But when I look at what you have proposed, you have what is called now the Trump loophole, because it would so advantage you and the business you do. You’ve proposed an approach that has a…",0.03781283,0.75881344,0.53978664,0.63940567,0.46405444,0.5387309,0.46364242,0.7951643
82,TRUMP,Who gave it that name? The first I’ve—who gave it that name?,0.0143253105,0.61125344,0.13058923,0.8074897,0.06957339,0.6630559,0.0020788806,0.53343624
83,CLINTON,… $4 billion tax benefit for your family. And when you look at what you are proposing…,0.013634177,0.13963868,0.28538823,0.62451273,0.08641282,0.07898491,0.07707836,0.6272686
84,TRUMP,How much? How much for my family?,0.012880214,0.44872412,0.43065208,0.8405987,0.08641282,0.506055,0.009271503,0.5004572
85,CLINTON,… it is…,0.013005874,0.44414997,0.23239003,0.3769541,0.15776905,0.44040793,0.0624929,0.6257517
86,TRUMP,"Lester, how much?",0.014450971,0.4717001,0.23239003,0.7926046,0.10646603,0.41028914,0.03338158,0.6379401
87,CLINTON,"… as I said, trumped-up trickle-down. Trickle-down did not work. It got us into the mess we were in, in 2008 and 2009. Slashing taxes on the wealthy hasn’t worked. And a lot of really smart, wealthy people know that. And they are saying, hey, we need to do more to make the contributions we should be making to rebuild the middle class. I don’t think top-down works in America. I think building the middle class, investing in the middle class, making college debt-free so more young people can get their education, helping people refinance their—their debt from college at a lower rate. Those are the kinds of things that will really boost the economy. Broad-based, inclusive growth is what we need in America, not more advantages for people at the very top.",0.1013248,0.8440918,0.81865364,0.5372555,0.75271434,0.4145413,0.78211075,0.84438896
88,TRUMP,"Typical politician. All talk, no action. Sounds good, doesn’t work. Never going to happen. Our country is suffering because people like Secretary Clinton have made such bad decisions in terms of our jobs and in terms of what’s going on. Now, look, we have the worst revival of an economy since the Great Depression. And believe me: We’re in a bubble right now. And the only thing that looks good is the stock market, but if you raise interest rates even a little bit, that’s going to come crashing down. We are in a big, fat, ugly bubble. And we better be awfully careful. And we have a Fed that’s doing political things. This Janet Yellen of the Fed. The Fed is doing political—by keeping the interest rates at this level. And believe me: The day Obama goes off, and he leaves, and goes out to the golf course for the rest of his life to play golf, when they raise interest rates, you’re going to see some very bad things happen, because the Fed is not doing their job. The Fed is being more political than Secretary Clinton.",0.19029272,0.731637,0.61781675,0.35692835,0.65105116,0.44040793,0.38987118,0.57437617
89,TRUMP,"I don’t mind releasing—I’m under a routine audit. And it’ll be released. And—as soon as the audit’s finished, it will be released. But you will learn more about Donald Trump by going down to the federal elections, where I filed a 104-page essentially financial statement of sorts, the forms that they have. It shows income—in fact, the income—I just looked today—the income is filed at $694 million for this past year, $694 million. If you would have told me I was going to make that 15 or 20 years ago, I would have been very surprised. But that’s the kind of thinking that our country needs. When we have a country that’s doing so badly, that’s being ripped off by every single country in the world, it’s the kind of thinking that our country needs, because everybody—Lester, we have a trade deficit with all of the countries that we do business with, of almost $800 billion a year. You know what that is? That means, who’s negotiating these trade deals? We have people that are political hacks negotiating our trade deals.",0.06104896,0.75881344,0.46800238,0.6060231,0.7489349,0.7803815,0.67435515,0.71261835
90,TRUMP,Excuse me.,0.01646154,0.6520952,0.39066955,0.68552077,0.12436983,0.53325564,0.061485674,0.72088635
91,TRUMP,"Well, I told you, I will release them as soon as the audit. Look, I’ve been under audit almost for 15 years. I know a lot of wealthy people that have never been audited. I said, do you get audited? I get audited almost every year. And in a way, I should be complaining. I’m not even complaining. I don’t mind it. It’s almost become a way of life. I get audited by the IRS. But other people don’t. I will say this. We have a situation in this country that has to be taken care of. I will release my tax returns—against my lawyer’s wishes—when she releases her 33,000 e-mails that have been deleted. As soon as she releases them, I will release. I will release my tax returns. And that’s against—my lawyers, they say, “Don’t do it.” I will tell you this. No—in fact, watching shows, they’re reading the papers. Almost every lawyer says, you don’t release your returns until the audit’s complete. When the audit’s complete, I’ll do it. But I would go against them if she releases her e-mails.",0.083999306,0.87811905,0.643008,0.6450139,0.65105116,0.78200626,0.6224415,0.74987906
92,TRUMP,"It’s not negotiable, no. Let her release the e-mails. Why did she delete 33,000…",0.026499467,0.08968788,0.12279678,0.6666147,0.121110424,0.07238874,0.1208364,0.14889477
