textId,speaker,text,TOXICITY,AFFINITY_EXPERIMENTAL,COMPASSION_EXPERIMENTAL,CURIOSITY_EXPERIMENTAL,NUANCE_EXPERIMENTAL,PERSONAL_STORY_EXPERIMENTAL,REASONING_EXPERIMENTAL,RESPECT_EXPERIMENTAL
11,TRUMP,"First of all, the Supreme Court just approved the abortion pill. And I agree with their decision to have done that, and I will not block it. And if you look at this whole question that you’re asking, a complex, but not really complex – 51 years ago, you had Roe v. Wade, and everybody wanted to get it back to the states, everybody, without exception. Democrats, Republicans, liberals, conservatives, everybody wanted it back. Religious leaders. And what I did is I put three great Supreme Court justices on the court, and they happened to vote in favor of killing Roe v. Wade and moving it back to the states. This is something that everybody wanted. Now, 10 years ago or so, they started talking about how many weeks and how many of this – getting into other things, But every legal scholar, throughout the world, the most respected, wanted it brought back to the states. I did that. Now the states are working it out. If you look at Ohio, it was a decision that was – that was an end result that was a little bit more liberal than you would have thought. Kansas I would say the same thing. Texas is different. Florida is different. But they’re all making their own decisions right now. And right now, the states control it. That’s the vote of the people. Like Ronald Reagan, I believe in the exceptions. I am a person that believes. And frankly, I think it’s important to believe in the exceptions. Some people – you have to follow your heart. Some people don’t believe in that. But I believe in the exceptions for rape, incest and the life of the mother. I think it’s very important. Some people don’t. Follow your heart. But you have to get elected also and – because that has to do with other things. You got to get elected. The problem they have is they’re radical, because they will take the life of a child in the eighth month, the ninth month, and even after birth – after birth. If you look at the former governor of Virginia, he was willing to do this. He said, we’ll put the baby aside and we’ll determine what we do with the baby. Meaning, we’ll kill the baby. What happened is we brought it back to the states and the country is now coming together on this issue. It’s been a great thing.",0.09655223,0.900835,0.8377513,0.71297896,0.8726777,0.62677956,0.871983,0.8719231
12,BIDEN,"It’s been a terrible thing what you’ve done. The fact is that the vast majority of constitutional scholars supported Roe when it was decided, supported Roe. And I was – that’s – this idea that they were all against it is just ridiculous. And this is the guy who says the states should be able to have it. We’re in a state where in six weeks you don’t even know whether you’re pregnant or not, but you cannot see a doctor, have your – and have him decide on what your circumstances are, whether you need help. The idea that states are able to do this is a little like saying, we’re going to turn civil rights back to the states, let each state have a different rule. Look, there’s so many young women who have been – including a young woman who just was murdered and he went to the funeral. The idea that she was murdered by – by – by an immigrant coming in and talk about that. But here’s the deal, there’s a lot of young women who are being raped by their – by their in-laws, by their – by their spouses, brothers and sisters, by – just – it’s just – it’s just ridiculous. And they can do nothing about it. And they try to arrest them when they cross state lines.",0.3302291,0.72854507,0.91234595,0.45441046,0.82667553,0.42309713,0.6412441,0.49159798
13,TRUMP,"There have been many young women murdered by the same people he allows to come across our border. We have a border that’s the most dangerous place anywhere in the world – considered the most dangerous place anywhere in the world. And he opened it up, and these killers are coming into our country, and they are raping and killing women. And it’s a terrible thing. As far as the abortion’s concerned, it is now back with the states. The states are voting and in many cases, they – it’s, frankly, a very liberal decision. In many cases, it’s the opposite. But they’re voting and it’s bringing it back to the vote of the people, which is what everybody wanted, including the founders, if they knew about this issue, which frankly they didn’t, but they would have – everybody want it brought back. Ronald Reagan wanted it brought back. He wasn’t able to get it. Everybody wanted it brought back and many presidents had tried to get it back. I was the one to do it. And again, this gives it the vote of the people. And that’s where they wanted it. Every legal scholar wanted it that way.",0.37751234,0.86566865,0.8927093,0.45441046,0.8360621,0.39312562,0.7363798,0.7367439
14,BIDEN,"I supported Roe v. Wade, which had three trimesters. First time is between a woman and a doctor. Second time is between a doctor and an extreme situation. A third time is between the doctor – I mean, it’d be between the woman and the state. The idea that the politicians – that the founders wanted the politicians to be the ones making decisions about a woman’s health is ridiculous. That’s the last – no politician should be making that decision. A doctor should be making those decisions. That’s how it should be run. That’s what you’re going to do. And if I’m elected, I’m going to restore Roe v. Wade.",0.25915736,0.86131626,0.84189874,0.5448541,0.7135109,0.39312562,0.5581218,0.7038609
15,TRUMP,"So that means he can take the life of the baby in the ninth month and even after birth, because some states, Democrat-run, take it after birth. Again, the governor – former governor of Virginia:  put the baby down, then we decide what to do with it. So he’s in – he’s willing to, as we say, rip the baby out of the womb in the ninth month and kill the baby. Nobody wants that to happen. Democrat or Republican, nobody wants it to happen.",0.36095104,0.391925,0.7448242,0.48531243,0.5240352,0.15146351,0.4117129,0.31002498
16,BIDEN,"He’s lying. That is simply not true. That – Roe v. Wade does not provide for that. That’s not the circumstance. Only when the woman’s life is in danger, she’s going to die, that’s the only circumstance in which that can happen. But we are not for late-term abortion, period, period, period.",0.2312681,0.34428877,0.6737941,0.39292225,0.53221977,0.062312808,0.40120798,0.39307475
17,TRUMP,"Under Roe v. Wade, you have late-term abortion. You can do whatever you want. Depending on the state, you can do whatever you want. We don’t think that’s a good thing. We think it’s a radical thing. We think the Democrats are the radicals, not the Republicans.",0.11109332,0.54517925,0.5462486,0.2338352,0.37811702,0.11311338,0.34246212,0.55559266
18,BIDEN,"For 51 years, that was the law. 51 years, constitutional scholarship said it was the right way to go. 51 years. And it was taken away because this guy put very conservative members on the Supreme Court. Takes credit for taking it away. What’s he going to do? What’s he going to do, in fact, if – if the MAGA Republicans – he gets elected, and the MAGA Republicans control the Congress and they pass a universal ban on abortion, period, across the board at six weeks or seven or eight or 10 weeks, something very, very conservative? Is he going to sign that bill? I’ll veto it. He’ll sign it.",0.112746716,0.4670914,0.28538823,0.7640896,0.5291471,0.25447714,0.5431674,0.43749967
19,BIDEN,"Because we worked very hard to get a bipartisan agreement that not only changed all of that, it made sure that we are in a situation where you had no circumstance where they could come across the border with the number of border police there are now. We significantly increased the number of asylum officers. Significantly – by the way, the Border Patrol endorsed me, endorsed my position. In addition to that, we found ourselves in a situation where, when he was president, he was taking – separating babies from their mothers, putting them in cages, making sure the families were separated. That’s not the right way to go. What I’ve done – since I’ve changed the law, what’s happened? I’ve changed it in a way that now you’re in a situation where there are 40 percent fewer people coming across the border illegally. It’s better than when he left office. And I’m going to continue to move until we get the total ban on the – the total initiative relative to what we’re going to do with more Border Patrol and more asylum officers.",0.0665887,0.87542117,0.85319185,0.51704997,0.8341429,0.7278774,0.85245574,0.84976894
20,TRUMP,"I really don’t know what he said at the end of that sentence. I don’t think he knows what he said either. Look, we had the safest border in the history of our country. The border – all he had to do was leave it. All he had to do was leave it. He decided to open up our border, open up our country to people that are from prisons, people that are from mental institutions, insane asylum, terrorists. We have the largest number of terrorists coming into our country right now. All terrorists, all over the world – not just in South America, all over the world. They come from the Middle East, everywhere. All over the world, they’re pouring in. And this guy just left it open. And he didn’t need legislation because I didn’t have legislation. I said, close the border. We had the safest border in history. In that final couple of months of my presidency, we had, according to Border Patrol – who is great, and, by the way, who endorsed me for president. But I won’t say that. But they endorsed me for president. Brandon, just speak to him. But, look, we had the safest border in history. Now we have the worst border in history. There’s never been anything like it. And people are dying all over the place, including the people that are coming up in caravans.",0.28547668,0.86179864,0.8534705,0.38366714,0.70895797,0.7579313,0.6107687,0.7293719
21,BIDEN,"The only terrorist who has done anything crossing the border is one who came along and killed three in his administration, killed – an al-Qaida person in his administration killed three American soldiers, killed three American soldiers. That’s the only terrorist that’s there. I’m not saying no terrorist ever got through. But the idea they’re emptying their prisons, we’re welcoming these people, that’s simply not true. There’s no data to support what he said. Once again, he’s exaggerating. He’s lying.",0.30464804,0.4624895,0.68765694,0.5144596,0.55176926,0.3641711,0.40033427,0.37306613
22,TRUMP,"Can I get one second? He said we killed three people. The people we killed are al-Baghdadi and Salamani , the two greatest terrorists, biggest terrorists anywhere in the world. And it had a huge impact on everything; not just border, on everything. He’s the one that killed people with the bad border, including hundreds of thousands of people dying, and also killing our citizens when they come in. We – we are living right now in a rat’s nest. They’re killing our people in New York, in California, in every state in the union, because we don’t have borders anymore. Every state is now a border. And because of his ridiculous, insane and very stupid policies, people are coming in and they’re killing our citizens at a level that we’ve never seen. We call it migrant crime. I call it Biden migrant crime. They’re killing our citizens at a level that we’ve never seen before. And you’re reading it like these three incredible young girls over the last few days. One of them, I just spoke to the mother, and we just had the funeral for this girl, 12 years old. This is horrible what’s taken place. What’s taken place in our country, we’re literally an uncivilized country now. He doesn’t want it to be. He just doesn’t know. He opened the borders nobody’s ever seen anything like. And we have to get a lot of these people out and we have to get them out fast, because they’re going to destroy our country. Just take a look at where they’re living. They’re living in luxury hotels in New York City and other places. Our veterans are on the street, they’re dying, because he doesn’t care about our veterans. He doesn’t care. He doesn’t like the military at all. And he doesn’t care about our veterans. Nobody’s been worse. I had the highest approval rating for veterans, taking care of the V.A. He has the worst. He’s gotten rid of all the things that I approved, choice, that I got through Congress. All of the different things I approved, they abandoned. We had, by far, the highest, and now it’s down in less than half because he’s done – all these great things that we did – and I think he did it just because I approved it, which is crazy. But he has killed so many people at our border by allowing…",0.4269174,0.8178643,0.8739669,0.42085955,0.7873919,0.709636,0.5790277,0.6136608
23,TRUMP,… all of these people to come in.,0.040183347,0.4395828,0.33987126,0.28491214,0.050319668,0.26756167,0.029091854,0.6225339
24,TRUMP,And it’s a very sad day in America.,0.048099842,0.5896652,0.61117506,0.058122616,0.015513112,0.2205297,0.035128914,0.6456206
25,BIDEN,"Every single thing he said is a lie, every single one. For example, veterans are a hell of a lot better off since I passed the PACT Act. One million of them now have insurance, and their families have it – and their families have it. Because what happened, whether was Agent Orange or burn pits, they’re all being covered now. And he opposed – his group opposed that. We’re also in a situation where we have great respect for veterans. My – my son spent a year in Iraq living next to one of those burn pits. Came back with stage four glioblastoma. I was recently in – in – in France for D-Day, and I spoke to all – about those heroes that died. I went to the World War II cemetery – World War I cemetery he refused to go to. He was standing with his four-star general, and he told him – he said, I don’t want to go in there because they’re a bunch of losers and suckers. My son was not a loser. He was not a sucker. You’re the sucker. You’re the loser.",0.32128486,0.894292,0.85615987,0.3011325,0.77499986,0.86116594,0.56137234,0.76717556
26,TRUMP,"First of all, that was a made-up quote, suckers and losers. They made it up. It was in a third-rate magazine that’s failing, like many of these magazines. He made that up. He put it in commercials. We’ve notified them. We had 19 people that said I didn’t say it. And think of this, who would say – I’m at a cemetery, or I’m talking about our veterans – because nobody’s taken better care – I’m so glad this came up, and he brought it up. There’s nobody that’s taken better care of our soldiers than I have. To think that I would, in front of generals and others, say suckers and losers – we have 19 people that said it was never said by me. It was made up by him, just like Russia, Russia, Russia was made up, just like the 51 intelligence agents are made up, just like the new thing with the 16 economists are talking. It’s the same thing. Fifty-one intelligence agents said that the laptop was Russia disinformation. It wasn’t. That came from his son Hunter. It wasn’t Russia disinformation. He made up the suckers and losers, so he should apologize to me right now.",0.54823303,0.63283473,0.5898851,0.28168398,0.597941,0.7397472,0.38031465,0.548159
27,BIDEN,"You had a four-star general stand at your side, who was on your staff, who said you said it, period. That’s number one. And, number two, the idea – the idea that I have to apologize to you for anything along the lines. We’ve done more for veterans than any president has in American history – American history. And they now – and their family. The only sacred obligation we have as a country is to care for our veterans when they come home, and their families, and equip them when they go to war. That’s what we’re doing. That’s what the V.A. is doing now. They’re doing more for veterans than ever before in our history.",0.09611836,0.78253055,0.85495514,0.4938409,0.6631464,0.48259005,0.5930008,0.8820209
28,TRUMP,"First of all, our veterans and our soldiers can’t stand this guy. They can’t stand him. They think he’s the worst commander in chief, if that’s what you call him, that we’ve ever had. They can’t stand him. So let’s get that straight. And they like me more than just about any of them. And that’s based on every single bit of information. As far as Russia and Ukraine, if we had a real president, a president that knew – that was respected by Putin, he would have never – he would have never invaded Ukraine. A lot of people are dead right now, much more than people know. You know, they talk about numbers. You can double those numbers, maybe triple those numbers. He did nothing to stop it. In fact, I think he encouraged Russia from going in. I’ll tell you what happened, he was so bad with Afghanistan, it was such a horrible embarrassment, most embarrassing moment in the history of our country, that when Putin watched that and he saw the incompetence that he should – he should have fired those generals like I fired the one that you mentioned, and so he’s got no love lost. But he should have fired those generals. No general got fired for the most embarrassing moment in the history of our country, Afghanistan, where we left billions of dollars of equipment behind, we lost 13 beautiful soldiers and 38 soldiers were obliterated. And by the way, we left people behind too. We left American citizens behind. When Putin saw that, he said, you know what? I think we’re going to go in and maybe take my – this was his dream. I talked to him about it, his dream. The difference is he never would have invaded Ukraine. Never. Just like Israel would have never been invaded, in a million years, by Hamas. You know why? Because Iran was broke with me. I wouldn’t let anybody do business with them. They ran out of money. They were broke. They had no money for Hamas. They had no money for anything. No money for terror. That’s why you had no terror at all during my administration. This place, the whole world is blowing up under him.",0.25462922,0.8830408,0.7970194,0.5246426,0.82819074,0.6767701,0.5300747,0.7282416
29,BIDEN,"I’ve never heard so much malarkey in my whole life. Look, the fact of the matter is that we’re in a situation where – let’s take the last point first.  Iran attacked American troops, killed, caused brain damage for a number of these troops, and he did nothing about it. Recently – when he was president, they attacked. He said they’re just having headaches. That’s all it is. We didn’t do a thing when the attack took place, number one. Number two, we got over 100,000 Americans and others out of Afghanistan during that airlift. Number three, we found ourselves in a situation where, if you take a look at what Trump did in Ukraine, he’s – this guy told Ukraine – told Trump, do whatever you want. Do whatever you want. And that’s exactly what Trump did to Putin, encouraged him, do whatever you want. And he went in. And listen to what he said when he went in, he was going to take Kyiv in five days, remember? Because it’s part of the old Soviet Union. That’s what he wanted to re-establish, Kyiv. And he, in fact, didn’t do it at all. He didn’t – wasn’t able to get it done. And they’ve lost over – they’ve lost thousands and thousands of troops, 500,000 troops.",0.31963667,0.5896652,0.62951744,0.5626723,0.82803935,0.25881764,0.6488294,0.42020884
30,TRUMP,I never said that.,0.013445686,0.5407564,0.15442306,0.38983616,0.09593137,0.57957983,0.043212753,0.57816774
31,TRUMP,"No, they’re not acceptable. No, they’re not acceptable. But look, this is a war that never should have started. If we had a leader in this war – he led everybody along. He’s given $200 billion now or more to Ukraine. He’s given $200 billion. That’s a lot of money. I don’t think there’s ever been anything like it. Every time that Zelenskyy comes to this country, he walks away with $60 billion. He’s the greatest salesman ever. And I’m not knocking him, I’m not knocking anything. I’m only saying, the money that we’re spending on this war, and we shouldn’t be spending, it should have never happened. I will have that war settled between Putin and Zelenskyy as president-elect before I take office on January 20th. I’ll have that war settled. People being killed so needlessly, so stupidly, and I will get it settled and I’ll get it settled fast, before I take office.",0.16678599,0.7837848,0.8403058,0.5524739,0.5528027,0.39312562,0.47944906,0.8213716
32,BIDEN,"The fact is that Putin is a war criminal. He’s killed thousands and thousands of people. And he has made one thing clear: He wants to re-establish what was part of the Soviet Empire. Not just a piece, he wants all of Ukraine. That’s what he wants. And then do you think he’ll stop there? Do you think he’ll stop when he – if he takes Ukraine? What do you think happens to Poland? What do you think of Belarus? What do you think happens to those NATO countries? And so, if you want a war, you ought to find out what he’s going to do. Because if, in fact, he does what he says and walks away – by the way, all that money we give Ukraine and weapons we make here in the United States. We give them the weapons, not the money at this point. And our NATO allies have produced as much funding for Ukraine as we have. That’s why it’s – that’s why we’re strong.",0.45396814,0.29001275,0.6928823,0.74760205,0.7546314,0.049610555,0.56685597,0.65334845
33,BIDEN,"Number one, everyone from the United Nations Security Council straight through to the G7 to the Israelis and Netanyahu himself have endorsed the plan I put forward, endorsed the plan I put forward, which has three stages to it. The first stage is trade the hostages for a ceasefire. Second phase is a ceasefire with additional conditions. The third phase is know – the end of the war. The only one who wants the war to continue is Hamas, number one. They’re the only ones standing out . We’re still pushing hard from – to get them to accept. In the meantime, what’s happened in Israel? We’re finally – the only thing I’ve denied Israel was 2,000-pound bombs. They don’t work very well in populated areas. They kill a lot of innocent people. We are providing Israel with all the weapons they need and when they need them. And by the way, I’m the guy that organized the world against Iran when they had a full-blown kind of ballistic – ballistic missile attack on Israel. No one was hurt. No – one Israeli was accidentally killed. And it stopped. We saved Israel. We are the biggest producer of support for Israel than anyone in the world. And so, that’s – there’re two different things. Hamas cannot be allowed to be continued. We continue to send our experts and our intelligence people to how they can get Hamas like we did Bin Laden. You don’t have to do it. And by the way, they’ve been greatly weakened, Hamas, greatly weakened. And they should be. They should be eliminated. But you got to be careful for what you use these certain weapons among population centers.",0.1641865,0.8666391,0.84872353,0.6581434,0.85287964,0.5387309,0.7906666,0.8497139
34,TRUMP,"Just going back to Ukraine for one second, we have an ocean separating us. The European nations together have spent $100 billion, or maybe more than that, less than us. Why doesn’t he call them so you got to put up your money like I did with NATO? I got them to put up hundreds of billions of dollars. The secretary general of NATO said Trump did the most incredible job I’ve ever seen. You wouldn’t – they wouldn’t have any – they were going out of business. We were spending – almost 100 percent of the money was – it was paid by us. He didn’t do that. He is getting all – you got to ask these people to put up the money. We’re over $100 billion more spent, and it has a bigger impact on them, because of location, because we have an ocean in between. You got to ask them. As far as Israel and Hamas, Israel’s the one that wants to go – he said the only one who wants to keep going is Hamas. Actually, Israel is the one. And you should them go and let them finish the job. He doesn’t want to do it. He’s become like a Palestinian. But they don’t like him, because he’s a very bad Palestinian. He’s a weak one.",0.1269396,0.8318634,0.7227818,0.72525686,0.7986718,0.5134133,0.7002943,0.7006543
35,BIDEN,"I’ve never heard so much foolishness. This is a guy who wants to get out of NATO. You’re going to stay in NATO or you’re going to pull out of NATO? The idea that we have – our strength lies in our alliances as well. It may be a big ocean, but we’re – able to avoid a war in Europe, a major war in Europe. What happens if, in fact, you have Putin continue to go into NATO? We have an Article Five agreement, attack on one is attack on all. You want to start the nuclear war he keeps talking about, go ahead, let Putin go in and control Ukraine and then move on to Poland and other places. See what happens then. He has no idea what the hell he’s talking about. And by the way, I got 50 other nations around the world to support Ukraine, including Japan and South Korea, because they understand that this was – this – this kind of dislocation has a serious threat to the whole world peace. No – no major war in Europe has ever been able to be contained just to Europe.",0.41910073,0.5629027,0.6050563,0.66944313,0.7405046,0.08766961,0.5739579,0.4893925
36,TRUMP,"I’d have to see. But before we do that, the problem we have is that we spend all the money. So they kill us on trade. I made great trade deals with the European nations, because if you add them up, they’re about the same size economically. Their economy is about the same size as the United States. And they were – no cars. No – they don’t want anything that we have. But we’re supposed to take their cars, their food, their everything, their agriculture. I changed that. But the big thing I changed is they don’t want to pay. And the only reason that he can play games with NATO is because I got them to put up hundreds of billions of dollars. I said – and he’s right about this, I said, no, I’m not going to support NATO if you don’t pay. They asked me that question: Would you guard us against Russia? – at a very secret meeting of the 28 states at that time, nations at that time. And they said, no, if you don’t pay, I won’t do that. And you know what happened? Billions and billions of dollars came flowing in the next day and the next months. But now, we’re in the same position. We’re paying everybody’s bills.",0.15600902,0.8077267,0.6413147,0.6032636,0.7604958,0.5943669,0.6272621,0.7141184
37,TRUMP,"Well, I don’t think too many believe that. And let me tell you about January 6th, on January 6th, we had a great border, nobody coming through, very few. On January 6th, we were energy independent. On January 6th, we had the lowest taxes ever, we had the lowest regulations ever. On January 6th, we were respected all over the world. All over the world we were respected, and then he comes in, and we’re now laughed at, we’re like a bunch of stupid people. What happened to the United States’ reputation under this man’s leadership is horrible, including weaponization, which I’m sure at some point you’ll be talking about, where he goes after his political opponent because he can’t beat him fair and square.",0.45921504,0.8688271,0.67552066,0.36692032,0.5528027,0.68992704,0.5377362,0.7022567
38,TRUMP,"Well, I didn’t say that to anybody. I said peacefully and patriotically. And Nancy Pelosi, if you just watch the news from two days ago, on tape to her daughter, who’s a documentary filmmaker, as they say, what she’s saying, oh, no, it’s my responsibility, I was responsible for this. Because I offered her 10,000 soldiers or National Guard, and she turned them down. And the mayor of – in writing, by the way, the mayor. In writing turned it down, the mayor of D.C. They turned it down. I offered 10,000 because I could see – I had virtually nothing to do. They asked me to go make a speech. I could see what was happening. Everybody was saying they’re going to be there on January 6th. They’re going to be there. And I said, you know what? There’s a lot of people coming, you could feel it. You could feel it too. And you could feel it. And I said, they ought to have some National Guard or whatever. And I offered it to her. And she now admits that she turned it down. And it was the same day. She was – I don’t know, you can’t be very happy with her daughter because it made her into a liar. She said, I take full responsibility for January 6th.",0.17371799,0.88773113,0.74094504,0.5015497,0.65250087,0.7542805,0.57740575,0.7038609
39,BIDEN,"Look, he encouraged those folks to go up on Capitol Hill, number one. I sat in that dining room off the Oval Office – he sat there for three hours, three hours, watching, begging – being begged by his vice president and a number of his colleagues and Republicans as well to do something, to call for a stop, to end it. Instead, he talked – they’ve talked about these people being patriots and – and great patrons of America. In fact, he says he’ll now forgive them for what they’ve done. They’ve been convicted. He says he wants to commute their sentences and say that – no. He went to every single court in the nation, I don’t know how many cases, scores of cases, including the Supreme Court, and they said they said – they said, no, no, this guy, this guy is responsible for doing what is being – was done. He didn’t do a damn thing. And these people should be in jail. And they should be the ones who are being held accountable. And he wants to let them all out. And now he says if he loses again, such a whiner that he is, that there could be a bloodbath.",0.1373533,0.76378906,0.7733158,0.50670505,0.6689644,0.601969,0.50573087,0.47185203
