textId,speaker,text,TOXICITY,AFFINITY_EXPERIMENTAL,COMPASSION_EXPERIMENTAL,CURIOSITY_EXPERIMENTAL,NUANCE_EXPERIMENTAL,PERSONAL_STORY_EXPERIMENTAL,REASONING_EXPERIMENTAL,RESPECT_EXPERIMENTAL
30,TRUMP,You don’t know what’s on the ballot. Why is it on the ballot? Why is it on the ballot? It’s not on the ballot.,0.029917045,0.0922283,0.06808555,0.8223039,0.067078255,0.06381243,0.03689402,0.16946307
31,BIDEN,It’s on the ballot in the court.,0.010304171,0.16059916,0.10091686,0.08925207,0.08775315,0.13840026,0.119783275,0.5207141
32,TRUMP,I don’t think so.,0.011497946,0.5851888,0.26103324,0.45441046,0.08243042,0.4713463,0.03338158,0.67523175
33,BIDEN,In the court.,0.0077281278,0.45330486,0.14242034,0.48220488,0.1611895,0.50213134,0.058490995,0.57437617
34,TRUMP,There’s nothing happening there.,0.01608456,0.13270746,0.20460455,0.08704651,0.029496768,0.1853292,0.01687866,0.45454627
35,BIDEN,Donald would you just be quiet for a minute.,0.15932569,0.21934268,0.09043232,0.6384722,0.026405884,0.19664992,0.0034848931,0.4502595
36,TRUMP,You don’t know her view on Roe V. Wade? You don’t know her view.,0.025320992,0.32069492,0.13845752,0.8582807,0.1509712,0.06686595,0.035128914,0.31002498
37,BIDEN,All right.,0.010806813,0.63716775,0.43311197,0.6106315,0.10646603,0.40605384,0.05456208,0.7333364
38,TRUMP,That’s right.,0.011560776,0.5407564,0.37545913,0.6235847,0.08507892,0.29879752,0.038676813,0.74015975
39,TRUMP,Because they want to give good healthcare.,0.008293601,0.32069492,0.7169623,0.20949627,0.10932987,0.08326544,0.08916544,0.66580975
40,BIDEN,Good healthcare.,0.009927189,0.67304623,0.6362467,0.30763942,0.10646603,0.4713463,0.079235196,0.8125165
41,TRUMP,"Yes, I have. Of course, I have. The individual mandate.",0.012314741,0.62850696,0.115081154,0.72986096,0.07850564,0.44916433,0.06759904,0.71109957
42,TRUMP,"Excuse me. I got rid of the individual mandate, which was a big chunk of Obamacare.",0.112850055,0.5673467,0.08678792,0.49640843,0.16807398,0.7452895,0.12437489,0.5668283
43,TRUMP,That is absolutely a big thing. That was the worst part of Obamacare.,0.1996317,0.7988819,0.57676435,0.13764244,0.06957339,0.5169943,0.097141095,0.72880656
44,TRUMP,"Chris, that was the worst part of Obamacare.",0.20265625,0.7787711,0.3499417,0.27846095,0.056164473,0.664421,0.045059014,0.6689435
45,TRUMP,"Well, I’ll ask Joe. The individual mandate was the most unpopular aspect of Obamacare.",0.032391842,0.5629027,0.18324682,0.6506334,0.115097,0.40183613,0.10415064,0.5838763
46,TRUMP,I got rid of it. And we will protect people.,0.07608539,0.76877266,0.510016,0.10072401,0.05854601,0.54607326,0.07600712,0.679965
47,TRUMP,Go ahead.,0.0665887,0.61125344,0.44796285,0.28814536,0.10932987,0.3641711,0.07494016,0.75735354
48,TRUMP,"Well, first of all, I guess I’m debating you, not him, but that’s okay. I’m not surprised. Let me just tell you something. There’s nothing symbolic. I’m cutting drug prices. I’m going with Favored Nations, which no President has the courage to do because you’re going against big pharma. Drug prices will be coming down 80 or 90%. You could have done it during your 47-year period in government, but you didn’t do it. Nobody’s done it. So we’re cutting healthcare.",0.050573748,0.85615355,0.46045768,0.37026033,0.4197394,0.4668769,0.50426906,0.8193041
49,TRUMP,All of the things that we’ve done.,0.017089844,0.61125344,0.33987126,0.24966244,0.048024524,0.40605384,0.042296432,0.8207809
50,BIDEN,He has not done healthcare.,0.03309893,0.10759918,0.24185418,0.37026033,0.08111562,0.17498808,0.065543100000000007,0.42020884
51,TRUMP,"I’ll give you an example. Insulin, it was destroying families, destroying people, the cost. I’m getting it for so cheap it’s like water, you want to know the truth. So cheap. Take a look at all of the drugs that what we’re doing. Prescription drug prices, we’re going to allow our Governors now to go to other countries to buy drugs because when they paid just a tiny fraction of what we do.",0.11202335,0.79383975,0.79107827,0.48842382,0.56835157,0.74486226,0.5076104,0.75792956
52,TRUMP,This is big stuff.,0.025320992,0.49471286,0.3298799,0.18341066,0.04462844,0.17841814,0.039574955,0.7390203
53,BIDEN,Yes.,0.009487377,0.61555785,0.42085356,0.6969121,0.21453366,0.46242416,0.07387768,0.7078785
54,BIDEN,It is not.,0.009047564,0.28575867,0.23711215,0.09724766,0.121110424,0.3498539,0.0624929,0.59729445
55,TRUMP,"That’s not what your party says, by the way.",0.023199737,0.45330486,0.13845752,0.30439144,0.091812566,0.19664992,0.06759904,0.37306613
56,BIDEN,"It does not. It’s only for those people who are so poor they qualify for Medicaid they can get that free in most States, except Governors who want to deny people who are poor Medicaid. Anyone who qualifies for Medicaid would automatically be enrolled in the public option. The vast majority of the American people would still not be in that option. Number one. Number two.",0.029092113,0.21123351,0.66862285,0.42085955,0.6462214,0.09312157,0.47320497,0.33884993
57,TRUMP,"Joe, you agreed with Bernie Sanders, who’s far left, on the manifesto, we call it. And that gives you socialized medicine.",0.103928015,0.8127917,0.30014935,0.8090771,0.39326516,0.07238874,0.27785072,0.8139912
58,BIDEN,"Look, hey.",0.02072494,0.5629027,0.40584934,0.40220642,0.08775315,0.44040793,0.0497534,0.68471515
59,TRUMP,Are you saying you didn’t agree?,0.0131943645,0.31139624,0.09135507,0.89892006,0.12436983,0.09497907,0.0020788806,0.59152764
60,BIDEN,I’m not going to listen to him. The fact of the matter is I beat Bernie Sanders.,0.16591948,0.85514617,0.1189293,0.14768031,0.054982804,0.7047769,0.12294967,0.6364095
61,TRUMP,Not by much.,0.012817383,0.39671242,0.20909274,0.1859979,0.10932987,0.42309713,0.057501856,0.5857847
62,BIDEN,I beat him by a whole hell of a lot.,0.5972042,0.49928698,0.18324682,0.065010905,0.075921565,0.72534764,0.070717715,0.56871057
63,TRUMP,Not by much.,0.012817383,0.39671242,0.20909274,0.1859979,0.10932987,0.42309713,0.057501856,0.5857847
64,BIDEN,"I’m here standing facing you, old buddy.",0.19599396,0.77126855,0.40077096,0.091476426,0.04462844,0.6414199,0.051662933,0.76023656
65,TRUMP,If Pocahontas would have left two days early you would have lost every primary.,0.051563308,0.3071033,0.3150431,0.1859979,0.1611895,0.11932958,0.23423527,0.43327832
66,BIDEN,All he knows how to do-,0.025085296,0.4304413,0.275634,0.41464335,0.06832278,0.29427764,0.020841356,0.5389349
67,TRUMP,"On Super Tuesday, you got very lucky.",0.021903414,0.62850696,0.28050908,0.11123639,0.065840356,0.31707925,0.07707836,0.7390203
68,BIDEN,Look he’s the deal. I got very lucky. I’m going to get very lucky tonight as well.,0.024967449,0.75881344,0.40077096,0.08595042,0.08775315,0.63740736,0.078154646,0.8030928
69,TRUMP,With what?,0.009236055,0.54517925,0.29028806,0.80445766,0.14423282,0.37855807,0.026570914,0.62423664
70,BIDEN,And tonight I’m going to make sure.,0.019728716,0.7047565,0.40077096,0.16288075,0.030539246,0.617567,0.018450918,0.6815467
71,TRUMP,With what?,0.009236055,0.54517925,0.29028806,0.80445766,0.14423282,0.37855807,0.026570914,0.62423664
72,BIDEN,"Because here’s the deal, here’s the deal. The fact is that everything he’s saying so far is simply a lie. I’m not here to call out his lies. Everybody knows he’s a liar.",0.5972042,0.391925,0.09043232,0.08269084,0.10932987,0.24585372,0.088044226,0.2625746
73,TRUMP,"But you agree. Joe, you’re the liar. You graduated last in your class not first in your class.",0.584095,0.4809408,0.10564658,0.09371912,0.09795316,0.27196422,0.065543100000000007,0.29574555
74,BIDEN,"God, I want to make sure-",0.02543884,0.6660454,0.47558665,0.46364117,0.07463925,0.6630559,0.038676813,0.7269253
75,BIDEN,"No, he doesn’t know how to do that.",0.023906821,0.4304413,0.23711215,0.35692835,0.08641282,0.42309713,0.02004027,0.59729445
76,TRUMP,"You’d be surprised. You’d be surprised. Go ahead, Joe.",0.027677942,0.5407564,0.32491422,0.19174455,0.050319668,0.237314,0.034252916,0.64254296
77,BIDEN,"The wrong guy, the wrong night, at the wrong time.",0.1100022,0.5673467,0.49291897,0.1426516,0.060951967,0.4803331,0.043212753,0.68471515
78,TRUMP,"Listen, you agreed with Bernie Sanders and the manifesto.",0.012691722,0.74714607,0.08588872,0.5347279,0.13423505,0.18186516,0.10891146,0.6471633
79,BIDEN,"There is no manifesto, number one.",0.01237757,0.2562081,0.09135507,0.08704651,0.05854601,0.13840026,0.043212753,0.54077375
80,BIDEN,Number two.,0.011309455,0.3490304,0.17069851,0.29462904,0.10932987,0.37855807,0.065543100000000007,0.6364095
81,TRUMP,He just lost the left.,0.045873325,0.41594055,0.18324682,0.28491214,0.12436983,0.39763463,0.059484657,0.5934472
82,BIDEN,Number two.,0.011309455,0.3490304,0.17069851,0.29462904,0.10932987,0.37855807,0.065543100000000007,0.6364095
83,TRUMP,"You just lost the left. You agreed with Bernie Sanders on a plan that you absolutely agreed to and under that plan , they call it socialized medicine.",0.038048524,0.740933,0.15846217,0.46364117,0.28532976,0.22465663,0.34075785,0.31482786
84,BIDEN,"I’ll tell you what, he is not for any help for people needing healthcare.",0.019854378,0.7837848,0.76042014,0.0731627,0.09455179,0.52780753,0.10533433,0.5389349
85,TRUMP,"Who is, Bernie?",0.012440401,0.49014506,0.094721004,0.8514085,0.057352178,0.15146351,3.5674998e-4,0.5444606
86,BIDEN,"Because he, in fact, already has cost 10 million people their healthcare that they had from their employers because of his recession. Number one. Number two, there are 20 million people getting healthcare through Obamacare now that he wants to take it away. He won’t ever look you in the eye and say that’s what he wants to do. Take it away.",0.08637348,0.5407564,0.60941595,0.5271598,0.5301707,0.41028914,0.4204902,0.5004572
87,TRUMP,"No, I want to give them better healthcare at a much lower price, because Obamacare is no good.",0.15987846,0.49471286,0.34489664,0.19764169,0.08507892,0.4535681,0.09598828,0.6066054
88,BIDEN,He doesn’t know how. He doesn’t know how to do that.,0.04315203,0.21123351,0.31996915,0.34367463,0.08641282,0.30333814,0.024089392,0.48279697
89,TRUMP,I’ve already fixed it.,0.017592486,0.62850696,0.3703159,0.18341066,0.054982804,0.62942684,0.043212753,0.7094882
90,BIDEN,He has never offered a plan.,0.024260364,0.102570616,0.058809005,0.35029194,0.056164473,0.075648546,0.05070595,0.42474672
91,TRUMP,"We’ve already fixed it to an extent. Obamacare, as you might know but probably don’t, Obamacare is no good.",0.14082454,0.4855708,0.355006,0.42085955,0.115097,0.2205297,0.09029133,0.65025157
92,TRUMP,"Obamacare is no good. We made it better and I had a choice to make very early on. We took away the individual mandate. We guaranteed pre-existing conditions, but took away the individual mandate. Listen, this is the way it is. And that destroyed … They shouldn’t even call it Obamacare, then I had a choice to make, do I let my people run it really well or badly? If I run it badly, they’ll probably blame him, but they’ll blame me. But more importantly, I want to help people. Okay. I said, “You’ve got to run it so well.” And I just had a meeting with them. They said the problem is, no matter how well you run Obamacare, it’s a disaster. It’s too expensive. Premiums are too high, that it doesn’t work. So we do want to get rid of it. Chris, we want to get rid of that and give something that’s cheaper and better.",0.21374844,0.83696914,0.8301367,0.70169973,0.53837675,0.67953056,0.5680725,0.79956603
93,TRUMP,Go ahead.,0.0665887,0.61125344,0.44796285,0.28814536,0.10932987,0.3641711,0.07494016,0.75735354
94,TRUMP,Good.,0.011686437,0.6976808,0.53978664,0.5246426,0.17851025,0.496272,0.08916544,0.7884287
95,BIDEN,He has no plan for healthcare.,0.030741978,0.26038522,0.19173165,0.40530902,0.067078255,0.089466736,0.043212753,0.35827813
96,TRUMP,"Of course, we do.",0.01024134,0.61125344,0.32491422,0.41464335,0.09593137,0.33568537,0.05070595,0.7464419
97,BIDEN,"He sends out wishful thinking. He has Executive Orders that have no power. He hasn’t lowered drug costs for anybody. He’s been promising a healthcare plan since he got elected. He has none, like almost everything else he talks about. He does not have a plan. He doesn’t have a plan. And the fact is this man doesn’t know what he’s talking about.",0.12086493,0.54517925,0.20909274,0.31414655,0.35919192,0.33568537,0.32512283,0.35338908
98,BIDEN,Sure.,0.008796243,0.645146,0.41841447,0.51187223,0.19985782,0.49432543,0.08250451,0.71336824
99,BIDEN,"Whatever position I take on that, that’ll become the issue. The issue is the American people should speak. You should go out and vote. You’re voting now. Vote and let your Senators know how strongly you feel.",0.04760506,0.89423007,0.8185827,0.26562017,0.17851025,0.13196917,0.3570124,0.8222587
100,TRUMP,Are you going to pack the court?,0.030859824,0.20325422,0.10248567,0.79491884,0.06338342,0.09497907,0.009271503,0.47185203
101,BIDEN,Vote now.,0.015393426,0.50845575,0.28050908,0.33707756,0.09317882,0.37855807,0.0624929,0.6172022
102,TRUMP,Are you going to pack the court?,0.030859824,0.20325422,0.10248567,0.79491884,0.06338342,0.09497907,0.009271503,0.47185203
103,BIDEN,"Make sure you, in fact, let people know, your Senators.",0.025910228,0.58071846,0.58557475,0.34698093,0.04916908,0.09404765,0.088044226,0.8027987
104,TRUMP,He doesn’t want to answer the question.,0.012880214,0.16059916,0.13058923,0.5448541,0.13423505,0.29879752,0.030794177,0.46316698
105,BIDEN,I’m not going to answer the question.,0.018095128,0.44872412,0.18324682,0.34698093,0.05263899,0.48657206,0.02164699,0.63030756
106,TRUMP,Why wouldn’t you answer that question? You want to put a lot of new Supreme Court Justices. Radical left.,0.055274166,0.34428877,0.072140396,0.76709265,0.07083046,0.07238874,0.0497534,0.09603746
107,BIDEN,"Will you shut up, man?",0.50789946,0.37760857,0.19600275,0.5601192,0.035838835,0.32634202,1.9639118e-4,0.40670285
108,TRUMP,"Listen, who is on your list, Joe? Who’s on your list?",0.026970858,0.4717001,0.09135507,0.7769651,0.05263899,0.22465663,0.013785004,0.4290737
109,BIDEN,This is so un-Presidential.,0.05725329,0.40150738,0.26587954,0.11831558,0.01360575,0.20850179,0.023271002,0.44173583
110,TRUMP,He’s going to pack the court. He is not going to give a list.,0.025085296,0.09350655,0.072140396,0.056196563,0.07083046,0.090372846,0.08581485,0.42474672
111,BIDEN,"That was really a productive segment, wasn’t it? Keep yapping, man.",0.11140333,0.71184844,0.2230082,0.5865508,0.04350852,0.4145413,0.018450918,0.7171226
112,TRUMP,"The people understand, Joe.",0.01024134,0.6660454,0.47810516,0.29138586,0.115097,0.29427764,0.043212753,0.69107187
113,BIDEN,They sure do.,0.011937759,0.60266054,0.24185418,0.20355904,0.08111562,0.35939986,0.03689402,0.63030756
114,TRUMP,"47 years, you’ve done nothing. They understand.",0.034513097,0.4670914,0.3150431,0.09484769,0.042394742,0.18186516,0.038676813,0.4502595
115,BIDEN,"Good luck. 200,000 dead. As you said, over seven million infected in the United States. We, in fact, have 4% of the world’s population, 20% of the deaths. 40,000 people a day are contracting COVID. In addition to that, about between 750 and 1000 people a day are dying. When he was presented with that number, he said, “It is what it is.” Well, it is what it is because you are who you are. That’s why it is. The President has no plan. He hasn’t laid out anything. He knew all the way back in February how serious this crisis was. He knew it was a deadly disease. What did he do? He’s on tape as acknowledging he knew it. He said he didn’t tell us or give people a warning of it because he didn’t want to panic the American people. You don’t panic. He panicked. In addition to that, what did he do?",0.22980402,0.40150738,0.82589823,0.5729101,0.8063017,0.08239954,0.7771887,0.56494874
116,BIDEN,He went in and we were insisting that the people we had in the ground in China should be able to go to Wuhan and determine for themselves how dangerous this was. He did not even ask Xi to do that.,0.02826718,0.36807743,0.5527374,0.51187223,0.46796548,0.45798835,0.39335477,0.5444606
117,TRUMP,Wrong.,0.023788974,0.59408754,0.33486533,0.5015497,0.18907832,0.4447776,0.07387768,0.7022567
118,BIDEN,He told us what a great job Xi was doing. He said we owe him a debt of gratitude for being so transparent with us. And what did he do then? He then did nothing. He waited and waited and waited. He still doesn’t have a plan.,0.03192045,0.4717001,0.38062236,0.65532494,0.19622535,0.28529313,0.22058022,0.59536964
119,TRUMP,Wrong.,0.023788974,0.59408754,0.33486533,0.5015497,0.18907832,0.4447776,0.07387768,0.7022567
120,TRUMP,It’s so wrong.,0.07450261,0.5314953,0.643008,0.091476426,0.023366287,0.373742,0.02164699,0.4893925
121,BIDEN,"I laid out back in March, exactly what we should be doing. And I laid out again in July, what we should be doing. We should be providing all the protective gear possible. We should be providing the money the House has passed in order to be able to go out and get people the help they need to keep their businesses open. Open schools cost a lot of money. You should get out of your bunker and get out of the sand trap in your golf course and go in the Oval Office and bring together the Democrats and Republicans and fund what needs to be done now to save lives.",0.10783285,0.7563304,0.80296874,0.35029194,0.58995026,0.43171954,0.66563404,0.8394849
122,TRUMP,"So, if we would have listened to you.",0.029917045,0.3071033,0.22768863,0.5015497,0.067078255,0.21249197,0.02573916,0.63335454
123,TRUMP,"If we would’ve listened to you, the country would have been left wide open, millions of people would have died, not 200,000. And one person is too much. It’s China’s fault. It should have never happened. They stopped it from going in, but it was China’s fault. And, by the way, when you talk about numbers, you don’t know how many people died in China. You don’t know how many people died in Russia. You don’t know how many people died in India. They don’t exactly give you a straight count, just so you understand. But if you look at what we’ve done, I closed it and you said, “He’s xenophobic. He’s a racist and he’s xenophobic,” because you didn’t think I should have closed our country. Wait a minute.",0.28425202,0.645146,0.85068035,0.6014257,0.66944945,0.37855807,0.49132892,0.5934472
124,TRUMP,"You didn’t think we should have closed our country because you thought it was terrible. You wouldn’t have closed it for another two months. By my doing it early, in fact, Dr. Fauci said, “President Trump saved thousands of lives.” Many of your Democrat Governors said, “President Trump did a phenomenal job.” We worked with the Governor. Oh really, go take a look. The Governors said I did a phenomenal job. Most of them said that. In fact, people that would not be necessarily on my side said that, “President Trump did a phenomenal job.” We did. We got the gowns. We got the masks. We made the ventilators. You wouldn’t have made ventilators. And now we’re weeks away from a vaccine. We’re doing therapeutics already. Fewer people are dying when they get sick. Far fewer people are dying. We’ve done a great job.",0.14082454,0.88810205,0.6928823,0.7189359,0.6529842,0.6616922,0.68520534,0.8835434
125,TRUMP,"The only thing I haven’t done a good job, and that’s because of the fake news, no matter what you say to them, they give you a bad press on it. It’s just fake news. They give you good press, they give me bad press because that’s the way it is, unfortunately. But let me just say something. I don’t care. I’ve gotten used to it. But I’ll tell you, Joe, you could never have done the job that we did. You don’t have it in your blood. You could’ve never done that, Joe.",0.15711457,0.87224036,0.7154619,0.36692032,0.30593422,0.667156,0.19571187,0.6673759
126,BIDEN,I know how to do the job. I know how to get the job done.,0.017592486,0.7440378,0.5121217,0.25922137,0.10361524,0.7148635,0.09029133,0.73447114
127,TRUMP,"Well, you didn’t do very well in Swine Flu. H1-N1, you were a disaster. Your own Chief of Staff said you were a disaster.",0.44933176,0.3028177,0.38062236,0.29462904,0.25227943,0.08326544,0.11454321,0.35827813
128,BIDEN,"14,000 people died, not 200,000.",0.059727192,0.14659832,0.423297,0.23068507,0.40649053,0.46242416,0.4073317,0.57437617
129,TRUMP,"A far less lethal disease, by the way.",0.051563308,0.112080015,0.28538823,0.11831558,0.24843976,0.27196422,0.17298084,0.56871057
130,BIDEN,"And there was no one … We didn’t shut down the economy. This is his economy he shut down. The reason it’s shut down is because, look, you folks at home. How many of you got up this morning and had an empty chair at the kitchen table because someone died of COVID? How many of you are in a situation where you lost your mom or dad and you couldn’t even speak to them, you had a nurse holding a phone up so you could in fact say goodbye?",0.040925518,0.7153996,0.88197,0.80474645,0.59294456,0.5553158,0.4296793,0.5762704
131,TRUMP,"We would have lost far more people, far more people. You would have been months late. You’re months behind me, Joe.",0.038519915,0.72854507,0.6228187,0.080540396,0.13755322,0.27196422,0.10891146,0.63030756
132,BIDEN,"His own CDC Director says we could lose as many as another 200,000 people between now and the end of the year. And he said, if we just wear a mask, we can save half those numbers. Just a mask. And by the way, in terms of the whole notion of a vaccine, we’re for a vaccine, but I don’t trust him at all. Nor do you. I know you don’t. What we trust is a scientist.",0.046368107,0.72854507,0.69812304,0.64594984,0.6878052,0.29879752,0.6152004,0.7038609
133,TRUMP,"You don’t trust Johnson & Johnson, Pfizer?",0.027206551,0.16764005,0.08951421,0.7646685,0.065840356,0.0867791,0.013022356,0.31002498
134,TRUMP,"Well, I’ve spoken to the companies and we can have it a lot sooner. It’s a very political thing because people like this would rather make it political than save lives.",0.020607091,0.77126855,0.7859924,0.11831558,0.25613374,0.48259005,0.2707845,0.6225339
135,BIDEN,God.,0.022021262,0.62850696,0.423297,0.51704997,0.19263089,0.48464248,0.07387768,0.7038609
136,TRUMP,"It is a very political thing. I’ve spoken to Pfizer, I’ve spoken to all of the people that you have to speak to, Moderna, Johnson & Johnson, and others. They can go faster than that by a lot. It’s become very political because the left… Or I don’t know if I call them left, I don’t know what I call them.",0.034041706,0.8280393,0.45294863,0.38366714,0.53221977,0.63740736,0.35015285,0.54077375
