textId,speaker,text,TOXICITY,AFFINITY_EXPERIMENTAL,COMPASSION_EXPERIMENTAL,CURIOSITY_EXPERIMENTAL,NUANCE_EXPERIMENTAL,PERSONAL_STORY_EXPERIMENTAL,REASONING_EXPERIMENTAL,RESPECT_EXPERIMENTAL
11,OBAMA,"No, I am confident about the American economy. But we are going to have to have some leadership from Washington that not only sets out much better regulations for the financial system. The problem is we still have a archaic, 20th-century regulatory system for 21st-century financial markets. We’re going to have to coordinate with other countries to make sure that whatever actions we take work. But most importantly, we’re going to have to help ordinary families be able to stay in their homes, make sure that they can pay their bills, deal with critical issues like health care and energy, and we’re going to have to change the culture in Washington so that lobbyists and special interests aren’t driving the process and your voices aren’t being drowned out.",0.033806015,0.8127917,0.8237698,0.2464868,0.6738175,0.2763869,0.7209151,0.85447407
12,MCCAIN,"I think it depends on what we do. I think if we act effectively, if we stabilize the housing market — which I believe we can, if we go out and buy up these bad loans, so that people can have a new mortgage at the new value of their home — I think if we get rid of the cronyism and special interest influence in Washington so we can act more effectively. My friend, I’d like you to see the letter that a group of senators and I wrote warning exactly of this crisis. Senator Obama’s name was not on that letter. The point is — the point is that we can fix our economy. Americans’ workers are the best in the world. They’re the fundamental aspect of America’s economy. They’re the most innovative. They’re the best — they’re most — have best — we’re the best exporters. We’re the best importers. They’re most effective. They are the best workers in the world. And we’ve got to give them a chance. They’ve got — we’ve got to give them a chance to do their best again. And they are the innocent bystanders here in what is the biggest financial crisis and challenge of our time. We can do it.",0.057748068,0.9022469,0.8161674,0.3602536,0.75593215,0.7083085,0.797937,0.9085938
13,OBAMA,"Well, look, I understand your frustration and your cynicism, because while you’ve been carrying out your responsibilities — most of the people here, you’ve got a family budget. If less money is coming in, you end up making cuts. Maybe you don’t go out to dinner as much. Maybe you put off buying a new car. That’s not what happens in Washington. And you’re right. There is a lot of blame to go around. But I think it’s important just to remember a little bit of history. When George Bush came into office, we had surpluses. And now we have half-a-trillion-dollar deficit annually. When George Bush came into office, our debt — national debt was around $5 trillion. It’s now over $10 trillion. We’ve almost doubled it. And so while it’s true that nobody’s completely innocent here, we have had over the last eight years the biggest increases in deficit spending and national debt in our history. And Senator McCain voted for four out of five of those George Bush budgets. So here’s what I would do. I’m going to spend some money on the key issues that we’ve got to work on.",0.20172562,0.87848747,0.8133269,0.5473918,0.8248555,0.6906228,0.7967292,0.7948712
14,OBAMA,"You know, you may have seen your health care premiums go up. We’ve got to reform health care to help you and your budget. We are going to have to deal with energy because we can’t keep on borrowing from the Chinese and sending money to Saudi Arabia. We are mortgaging our children’s future. We’ve got to have a different energy plan. We’ve got to invest in college affordability. So we’re going to have to make some investments, but we’ve also got to make spending cuts. And what I’ve proposed, you’ll hear Senator McCain say, well, he’s proposing a whole bunch of new spending, but actually I’m cutting more than I’m spending so that it will be a net spending cut. The key is whether or not we’ve got priorities that are working for you as opposed to those who have been dictating the policy in Washington lately, and that’s mostly lobbyists and special interests. We’ve got to put an end to that.",0.079250954,0.8799624,0.85504794,0.5473918,0.73502964,0.63607323,0.7088589,0.8590375
15,MCCAIN,"Well, Theresa , thank you. And I can see why you feel that cynicism and mistrust, because the system in Washington is broken. And I have been a consistent reformer. I have advocated and taken on the special interests, whether they be the big money people by reaching across the aisle and working with Senator Feingold on campaign finance reform, whether it being a variety of other issues, working with Senator Lieberman on trying to address climate change. I have a clear record of bipartisanship. The situation today cries out for bipartisanship. Senator Obama has never taken on his leaders of his party on a single issue. And we need to reform. And so let’s look at our records as well as our rhetoric. That’s really part of your mistrust here. And now I suggest that maybe you go to some of these organizations that are the watchdogs of what we do, like the Citizens Against Government Waste or the National Taxpayers Union or these other organizations that watch us all the time. I don’t expect you to watch every vote. And you know what you’ll find? This is the most liberal big-spending record in the United States Senate. I have fought against excessive spending and outrages. I have fought to reduce the earmarks and eliminate them. Do you know that Senator Obama has voted for — is proposing $860 billion of new spending now? New spending. Do you know that he voted for every increase in spending that I saw come across the floor of the United States Senate while we were working to eliminate these pork barrel earmarks? He voted for nearly a billion dollars in pork barrel earmark projects, including, by the way, $3 million for an overhead projector at a planetarium in Chicago, Illinois. My friends, do we need to spend that kind of money? I think you have to look at my record and you have to look at his. Then you have to look at our proposals for our economy, not $860 billion in new spending, but for the kinds of reforms that keep people in their jobs, get middle-income Americans working again, and getting our economy moving again. You’re going to be examining our proposals tonight and in the future, and energy independence is a way to do that, is one of them. And drilling offshore and nuclear power are two vital elements of that. And I’ve been supporting those and I know how to fix this economy, and eliminate our dependence on foreign oil, and stop sending $700 billion a year overseas.",0.112436704,0.9208309,0.83899367,0.5939831,0.8611446,0.79946995,0.8848906,0.8774239
16,MCCAIN,The three priorities were health…,0.009047564,0.36807743,0.19600275,0.49897632,0.08375148,0.30789703,0.06967372,0.5537299
17,MCCAIN,"I think you can work on all three at once, Tom. I think it’s very important that we reform our entitlement programs. My friends, we are not going to be able to provide the same benefit for present-day workers that we are going — that present-day retirees have today. We’re going to have to sit down across the table, Republican and Democrat, as we did in 1983 between Ronald Reagan and Tip O’Neill. I know how to do that. I have a clear record of reaching across the aisle, whether it be Joe Lieberman or Russ Feingold or Ted Kennedy or others. That’s my clear record. We can work on nuclear power plants. Build a whole bunch of them, create millions of new jobs. We have to have all of the above, alternative fuels, wind, tide, solar, natural gas, clean coal technology. All of these things we can do as Americans and we can take on this mission and we can overcome it.",0.033806015,0.9252768,0.83251333,0.39601225,0.79176104,0.55161005,0.8516601,0.9067199
18,MCCAIN,"My friends, some of this $700 billion ends up in the hands of terrorist organizations. As far as health care is concerned, obviously, everyone is struggling to make sure that they can afford their premiums and that they can have affordable and available health care. That’s the next issue. But we can do them all at once. There’s no — and we have to do them all at once. All three you mentioned are compelling national security requirements.",0.049089402,0.80393296,0.84620243,0.44521314,0.565235,0.4274001,0.609156,0.86915433
19,OBAMA,"We’re going to have to prioritize, just like a family has to prioritize. Now, I’ve listed the things that I think have to be at the top of the list. Energy we have to deal with today, because you’re paying $3.80 here in Nashville for gasoline, and it could go up. And it’s a strain on your family budget, but it’s also bad for our national security, because countries like Russia and Venezuela and, you know, in some cases, countries like Iran, are benefiting from higher oil prices. So we’ve got to deal with that right away. That’s why I’ve called for an investment of $15 billion a year over 10 years. Our goal should be, in 10 year’s time, we are free of dependence on Middle Eastern oil. And we can do it. Now, when JFK said we’re going to the Moon in 10 years, nobody was sure how to do it, but we understood that, if the American people make a decision to do something, it gets done. So that would be priority number one. Health care is priority number two, because that broken health care system is bad not only for families, but it’s making our businesses less competitive. And, number three, we’ve got to deal with education so that our young people are competitive in a global economy. But just one point I want to make, Tom. Senator McCain mentioned looking at our records. We do need to look at our records. Senator McCain likes to talk about earmarks a lot. And that’s important. I want to go line by line through every item in the federal budget and eliminate programs that don’t work and make sure that those that do work, work better and cheaper. But understand this: We also have to look at where some of our tax revenues are going. So when Senator McCain proposes a $300 billion tax cut, a continuation not only of the Bush tax cuts, but an additional $200 billion that he’s going to give to big corporations, including big oil companies, $4 billion worth, that’s money out of the system. And so we’ve got to prioritize both our spending side and our tax policies to make sure that they’re working for you. That’s what I’m going to do as president of the United States.",0.045873325,0.90080386,0.8709034,0.49640843,0.8664169,0.72030276,0.8890605,0.881173
20,MCCAIN,"Well, Fiora , I’m going to ask the American people to understand that there are some programs that we may have to eliminate. I first proposed a long time ago that we would have to examine every agency and every bureaucracy of government. And we’re going to have to eliminate those that aren’t working. I know a lot of them that aren’t working. One of them is in defense spending, because I’ve taken on some of the defense contractors. I saved the taxpayers $6.8 billion in a deal for an Air Force tanker that was done in a corrupt fashion. I believe that we have to eliminate the earmarks. And sometimes those projects, not — not the overhead projector that Senator Obama asked for, but some of them that are really good projects, will have — will have to be eliminated, as well. And they’ll have to undergo the same scrutiny that all projects should in competition with others. So we’re going to have to tell the American people that spending is going to have to be cut in America. And I recommend a spending freeze that — except for defense, Veterans Affairs, and some other vital programs, we’ll just have to have across-the-board freeze. And some of those programs may not grow as much as we would like for them to, but we can establish priorities with full transparency, with full knowledge of the American people, and full consultation, not done behind closed doors and shoving earmarks in the middle of the night into programs that we don’t even — sometimes we don’t even know about until months later. And, by the way, I want to go back a second.",0.08083374,0.8827942,0.82861274,0.47910172,0.7656065,0.77929866,0.78700876,0.85302347
21,MCCAIN,"Look, we can attack health care and energy at the same time. We’re not — we’re not — we’re not rifle shots here. We are Americans. We can, with the participation of all Americans, work together and solve these problems together. Frankly, I’m not going to tell that person without health insurance that, “I’m sorry, you’ll have to wait.” I’m going to tell you Americans we’ll get to work right away and we’ll get to work together, and we can get them all done, because that’s what America has been doing.",0.15656179,0.8969578,0.85569674,0.42996442,0.4485011,0.4145413,0.5138778,0.85302347
22,OBAMA,"You know, a lot of you remember the tragedy of 9/11 and where you were on that day and, you know, how all of the country was ready to come together and make enormous changes to make us not only safer, but to make us a better country and a more unified country. And President Bush did some smart things at the outset, but one of the opportunities that was missed was, when he spoke to the American people, he said, “Go out and shop.” That wasn’t the kind of call to service that I think the American people were looking for. And so it’s important to understand that the — I think the American people are hungry for the kind of leadership that is going to tackle these problems not just in government, but outside of government. And let’s take the example of energy, which we already spoke about. There is going to be the need for each and every one of us to start thinking about how we use energy. I believe in the need for increased oil production. We’re going to have to explore new ways to get more oil, and that includes offshore drilling. It includes telling the oil companies, that currently have 68 million acres that they’re not using, that either you use them or you lose them. We’re going to have to develop clean coal technology and safe ways to store nuclear energy. But each and every one of us can start thinking about how can we save energy in our homes, in our buildings. And one of the things I want to do is make sure that we’re providing incentives so that you can buy a fuel efficient car that’s made right here in the United States of America, not in Japan or South Korea, making sure that you are able to weatherize your home or make your business more fuel efficient. And that’s going to require effort from each and every one of us. And the last point I just want to make. I think the young people of America are especially interested in how they can serve, and that’s one of the reasons why I’m interested in doubling the Peace Corps, making sure that we are creating a volunteer corps all across this country that can be involved in their community, involved in military service, so that military families and our troops are not the only ones bearing the burden of renewing America. That’s something that all of us have to be involved with and that requires some leadership from Washington.",0.0969861,0.85615355,0.8370949,0.28168398,0.8752631,0.34511116,0.91359353,0.8614891
23,OBAMA,"Well, I think it starts with Washington. We’ve got to show that we’ve got good habits, because if we’re running up trillion dollar debts that we’re passing on to the next generation, then a lot of people are going to think, “Well, you know what? There’s easy money out there.” It means — and I have to, again, repeat this. It means looking at the spending side, but also at the revenue side. I mean, Senator McCain has been talking tough about earmarks, and that’s good, but earmarks account for about $18 billion of our budget. Now, when Senator McCain is proposing tax cuts that would give the average Fortune 500 CEO an additional $700,000 in tax cuts, that’s not sharing a burden. And so part of the problem, I think, for a lot of people who are listening here tonight is they don’t feel as if they are sharing the burden with other folks. I mean, you know, it’s tough to ask a teacher who’s making $30,000 or $35,000 a year to tighten her belt when people who are making much more than her are living pretty high on the hog. And that’s why I think it’s important for the president to set a tone that says all of us are going to contribute, all of us are going to make sacrifices, and it means that, yes, we may have to cut some spending, although I disagree with Senator McCain about an across-the- board freeze. That’s an example of an unfair burden sharing. That’s using a hatchet to cut the federal budget.",0.059232414,0.8876076,0.85828644,0.7009733,0.8313956,0.63474107,0.81821704,0.88573223
24,OBAMA,"I want to use a scalpel so that people who need help are getting help and those of us, like myself and Senator McCain, who don’t need help, aren’t getting it. That’s how we make sure that everybody is willing to make a few sacrifices.",0.08320791,0.8850141,0.8474169,0.3272204,0.34240255000000003,0.5387309,0.3390547,0.8804935
25,MCCAIN,"Well, you know, nailing down Senator Obama’s various tax proposals is like nailing Jell-O to the wall. There has been five or six of them and if you wait long enough, there will probably be another one. But he wants to raise taxes. My friends, the last president to raise taxes during tough economic times was Herbert Hoover, and he practiced protectionism as well, which I’m sure we’ll get to at some point. You know, last year up to this time, we’ve lost 700,000 jobs in America. The only bright spot is that over 300,000 jobs have been created by small businesses. Senator Obama’s secret that you don’t know is that his tax increases will increase taxes on 50 percent of small business revenue. Small businesses across America will have to cut jobs and will have their taxes increase and won’t be able to hire because of Senator Obama’s tax policies. You know, he said some time ago, he said he would forgo his tax increases if the economy was bad. I’ve got some news, Senator Obama, the news is bad. So let’s not raise anybody’s taxes, my friends, and make it be very clear to you I am not in favor of tax cuts for the wealthy. I am in favor of leaving the tax rates alone and reducing the tax burden on middle-income Americans by doubling your tax exemption for every child from $3,500 to $7,000. To giving every American a $5,000 refundable tax credit and go out and get the health insurance you want rather than mandates and fines for small businesses, as Senator Obama’s plan calls for. And let’s create jobs and let’s get our economy going again. And let’s not raise anybody’s taxes.",0.11150667,0.84308904,0.8423671,0.25922137,0.85153663,0.64008063,0.84940207,0.7904773
26,OBAMA,"Tom, can I respond to this briefly? Because…",0.016712861,0.42560056,0.1625211,0.9156228,0.09455179,0.41028914,0.031652197,0.658008
27,OBAMA,"The tax issue, because I think it’s very important. Go ahead.",0.015581916,0.74714607,0.23239003,0.7097005,0.07336327,0.34038833,0.06759904,0.8098637
28,OBAMA,"Well, Tom, we’re going to have to take on entitlements and I think we’ve got to do it quickly. We’re going to have a lot of work to do, so I can’t guarantee that we’re going to do it in the next two years, but I’d like to do in the my first term as president. But I think it’s important to understand, we’re not going to solve Social Security and Medicare unless we understand the rest of our tax policies. And you know, Senator McCain, I think the “Straight Talk Express” lost a wheel on that one. So let’s be clear about my tax plan and Senator McCain’s, because we’re not going to be able to deal with entitlements unless we understand the revenues coming in. I want to provide a tax cut for 95 percent of Americans, 95 percent. If you make less than a quarter of a million dollars a year, you will not see a single dime of your taxes go up. If you make $200,000 a year or less, your taxes will go down. Now, Senator McCain talks about small businesses. Only a few percent of small businesses make more than $250,000 a year. So the vast majority of small businesses would get a tax cut under my plan. And we provide a 50 percent tax credit so that they can buy health insurance for their workers, because there are an awful lot of small businesses that I meet across America that want to do right by their workers but they just can’t afford it. Some small business owners, a lot of them, can’t even afford health insurance for themselves. Now, in contrast, Senator McCain wants to give a $300 billion tax cut, $200 billion of it to the largest corporations and a hundred thousand of it — a hundred billion of it going to people like CEOs on Wall Street. He wants to give average Fortune 500 CEO an additional $700,000 in tax cuts. That is not fair. And it doesn’t work.",0.058737632,0.86712486,0.8690923,0.61155427,0.8308454,0.6215046,0.8391525,0.83823395
29,OBAMA,"Now, if we get our tax policies right so that they’re good for the middle class, if we reverse the policies of the last eight years that got us into this fix in the first place and that Senator McCain supported, then we are going to be in a position to deal with Social Security and deal with Medicare, because we will have a health care plan that actually works for you, reduces spending and costs over the long term, and Social Security that is stable and solvent for all Americans and not just some.",0.050326355,0.7762677,0.7930578,0.5601192,0.6135371,0.33100215,0.64353657,0.84443295
30,MCCAIN,"Sure. Hey, I’ll answer the question. Look — look, it’s not that hard to fix Social Security, Tom. It’s just…",0.020960633,0.4855708,0.3298799,0.37026033,0.09455179,0.26756167,0.11454321,0.67208445000000006
31,MCCAIN,"… tough decisions. I want to get to Medicare in a second. Social Security is not that tough. We know what the problems are, my friends, and we know what the fixes are. We’ve got to sit down together across the table. It’s been done before. I saw it done with our — our wonderful Ronald Reagan, a conservative from California, and the liberal Democrat Tip O’Neill from Massachusetts. That’s what we need more of, and that’s what I’ve done in Washington. Senator Obama has never taken on his party leaders on a single major issue. I’ve taken them on. I’m not too popular sometimes with my own party, much less his. So Medicare, it’s going to be a little tougher. It’s going to be a little tougher because we’re talking about very complex and difficult issues. My friends, what we have to do with Medicare is have a commission, have the smartest people in America come together, come up with recommendations, and then, like the base-closing commission idea we had, then we should have Congress vote up or down. Let’s not let them fool with it anymore. There’s too much special interests and too many lobbyists working there. So let’s have — and let’s have the American people say, “Fix it for us.” Now, just back on this — on this tax, you know, again, it’s back to our first question here about rhetoric and record. Senator Obama has voted 94 times to either increase your taxes or against tax cuts. That’s his record. When he ran for the United States Senate from Illinois, he said he would have a middle-income tax cut. You know he came to the Senate and never once proposed legislation to do that? So let’s look at our record. I’ve fought higher taxes. I have fought excess spending. I have fought to reform government. Let’s look at our records, my friends, and then listen to my vision for the future of America. And we’ll get our economy going again. And our best days are ahead of us.",0.0926474,0.9439965,0.77387774,0.59646475,0.844514,0.8389523,0.8310783,0.9032467
32,MCCAIN,"Well, thank you. Look, we are in tough economic times; we all know that. And let’s keep — never forget the struggle that Americans are in today. But when we can — when we have an issue that we may hand our children and our grandchildren a damaged planet, I have disagreed strongly with the Bush administration on this issue. I traveled all over the world looking at the effects of greenhouse gas emissions, Joe Lieberman and I. And I introduced the first legislation, and we forced votes on it. That’s the good news, my friends. The bad news is we lost. But we kept the debate going, and we kept this issue to — to posing to Americans the danger that climate change opposes. Now, how — what’s — what’s the best way of fixing it? Nuclear power. Senator Obama says that it has to be safe or disposable or something like that. Look, I — I was on Navy ships that had nuclear power plants. Nuclear power is safe, and it’s clean, and it creates hundreds of thousands of jobs. And — and I know that we can reprocess the spent nuclear fuel. The Japanese, the British, the French do it. And we can do it, too. Senator Obama has opposed that. We can move forward, and clean up our climate, and develop green technologies, and alternate — alternative energies for — for hybrid, for hydrogen, for battery-powered cars, so that we can clean up our environment and at the same time get our economy going by creating millions of jobs. We can do that, we as Americans, because we’re the best innovators, we’re the best producers, and 95 percent of the people who are our market live outside of the United States of America.",0.09481675,0.90912116,0.83333105,0.48531243,0.85742503,0.72072226,0.89112014,0.8925557
33,OBAMA,This is one of the biggest challenges of our times.,0.027913637,0.29427427,0.38564745,0.21247254,0.05854601,0.25015506,0.07281966,0.8166469
34,OBAMA,"And it is absolutely critical that we understand this is not just a challenge, it’s an opportunity, because if we create a new energy economy, we can create five million new jobs, easily, here in the United States. It can be an engine that drives us into the future the same way the computer was the engine for economic growth over the last couple of decades. And we can do it, but we’re going to have to make an investment. The same way the computer was originally invented by a bunch of government scientists who were trying to figure out, for defense purposes, how to communicate, we’ve got to understand that this is a national security issue, as well. And that’s why we’ve got to make some investments and I’ve called for investments in solar, wind, geothermal. Contrary to what Senator McCain keeps on saying, I favor nuclear power as one component of our overall energy mix. But this is another example where I think it is important to look at the record. Senator McCain and I actually agree on something. He said a while back that the big problem with energy is that for 30 years, politicians in Washington haven’t done anything. What Senator McCain doesn’t mention is he’s been there 26 of them. And during that time, he voted 23 times against alternative fuels, 23 times. So it’s easy to talk about this stuff during a campaign, but it’s important for us to understand that it requires a sustained effort from the next president. One last point I want to make on energy. Senator McCain talks a lot about drilling, and that’s important, but we have three percent of the world’s oil reserves and we use 25 percent of the world’s oil. So what that means is that we can’t simply drill our way out of the problem. And we’re not going to be able to deal with the climate crisis if our only solution is to use more fossil fuels that create global warming. We’re going to have to come up with alternatives, and that means that the United States government is working with the private sector to fund the kind of innovation that we can then export to countries like China that also need energy and are setting up one coal power plant a week. We’ve got to make sure that we’re giving them the energy that they need or helping them to create the energy that they need.",0.05799546,0.9032712,0.5898851,0.36358526,0.91077685,0.43605614,0.90794706,0.8653299
35,OBAMA,I’m just trying to keep up with John.,0.017969469,0.71184844,0.42819625,0.16288075,0.059745956,0.69271183,0.04413355,0.73617536
36,MCCAIN,"Tom, wave like that and I’ll look at you.",0.04686289,0.61125344,0.24661607,0.09371912,0.07336327,0.5888021,0.059484657,0.68471515
37,MCCAIN,Sure.,0.008796243,0.645146,0.41841447,0.51187223,0.19985782,0.49432543,0.08250451,0.71336824
